Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
20116	12.6	3.9	0.8	Chr10	37902859	37906074	3315	+	Copia-56_GR-I	LTR/Copia	2003	5317	(1)	172689	1

###2953/465	23.338	7.521	0.598	Chr10	37928868	37930165	977	C	Copia-56_GR-I	LTR/Copia	(2508)	2810	869	172701/172701	2	0.168
2953	23.6	5.6	0.7	Chr10	37928868	37929648	819	C	Copia-56_GR-I	LTR/Copia	(2508)	2810	1992	172701	1
465	21.8	18.8	0.0	Chr10	37930033	37930165	158	C	Copia-56_GR-I	LTR/Copia	(4292)	1026	869	172701	1

###2357/1316	21.749	8.286	2.456	Chr10	39893184	39894376	1601	+	Copia-56_GR-I	LTR/Copia	3227	5600	(0)	173365/173365	2	0.275
2357	23.5	10.1	2.3	Chr10	39893184	39893996	875	+	Copia-56_GR-I	LTR/Copia	3227	4101	(1217)	173365	1
1316	17.9	4.3	2.8	Chr10	39894007	39894376	726	+	Copia-56_GR-I	LTR/Copia	4875	5600	(0)	173365	1

###447/3797/812	23.786	13.662	1.412	Chr10	40117955	40126779	1948	C	Copia-56_GR-I	LTR/Copia	(1693)	3625	556	173453/173461/173461	3	0.334
447	18.8	10.2	2.7	Chr10	40117955	40118091	147	C	Copia-56_GR-I	LTR/Copia	(1693)	3625	3479	173453	1
3797	24.2	14.1	1.3	Chr10	40124039	40125352	1480	C	Copia-56_GR-I	LTR/Copia	(1836)	3482	2003	173461	1
812	26.2	11.9	0.9	Chr10	40126487	40126779	325	C	Copia-56_GR-I	LTR/Copia	(4438)	880	556	173461	1

###400	19.1	13.9	1.9	Chr10	40126867	40127018	172	C	Copia-56_GR-I	LTR/Copia	(3407)	1911	1740	173462	1	0.030

###1298/5753/333	23.698	9.893	1.499	Chr10	40862495	40865390	2512	C	Copia-56_GR-I	LTR/Copia	(0)	5600	712	173706/173706/173706	3	0.431
1298	17.5	1.4	3.3	Chr10	40862495	40862772	273	C	Copia-56_GR-I	LTR/Copia	(0)	5600	5328	173706	1
5753	24.5	11.4	1.3	Chr10	40862852	40864820	2164	C	Copia-56_GR-I	LTR/Copia	(1169)	4149	1986	173706	1
333	25.7	1.4	0.0	Chr10	40865317	40865390	75	C	Copia-56_GR-I	LTR/Copia	(4400)	786	712	173706	1

###236	25.4	10.2	4.4	Chr10	40866062	40866189	135	C	Copia-56_GR-I	LTR/Copia	(4070)	1248	1114	173707	1	0.023

###523	32.2	4.3	2.5	Chr10	40866549	40866828	285	C	Copia-56_GR-I	LTR/Copia	(4008)	1310	1026	173708	1	0.049

###1468/1622/902/685/300	22.333	15.052	1.923	Chr10	41953509	41956041	1814	C	Copia-56_GR-I	LTR/Copia	(0)	5600	556	174074/174074/174074/174074/174077	5	0.311
1468	16.7	21.2	2.2	Chr10	41953509	41953870	431	C	Copia-56_GR-I	LTR/Copia	(0)	5600	5170	174074	1
1622	23.8	12.5	1.3	Chr10	41953884	41954444	623	C	Copia-56_GR-I	LTR/Copia	(1217)	4101	3479	174074	1
902	23.9	15.5	3.3	Chr10	41955107	41955512	454	C	Copia-56_GR-I	LTR/Copia	(1836)	3482	3029	174074	1
685	21.7	0.0	0.0	Chr10	41955557	41955699	143	C	Copia-56_GR-I	LTR/Copia	(3151)	2397	2255	174074	1
300	29.5	20.0	0.6	Chr10	41955902	41956041	167	C	Copia-56_GR-I	LTR/Copia	(4596)	722	556	174077	1

###255/470/564	23.679	12.531	0.651	Chr10	41956126	41956872	441	C	Copia-56_GR-I	LTR/Copia	(3391)	1927	841	174074/174078/174078	3	0.076
255	15.4	8.9	1.2	Chr10	41956126	41956204	85	C	Copia-56_GR-I	LTR/Copia	(3391)	1927	1843	174074	1
470	27.2	1.4	0.8	Chr10	41956382	41956524	122	C	Copia-56_GR-I	LTR/Copia	(4107)	1441	1320	174078	1
564	25.2	31.5	0.0	Chr10	41956695	41956872	234	C	Copia-56_GR-I	LTR/Copia	(4244)	1074	841	174078	1

###440	24.5	0.0	0.0	Chr10	41956218	41956323	106	C	Copia-56_GR-I	LTR/Copia	(3511)	2037	1932	174078	1	0.018

###346	26.4	18.1	2.2	Chr10	41997877	41998031	179	C	Copia-56_GR-I	LTR/Copia	(4584)	734	556	174086	1	0.031

###5901/387	14.678	0.858	0.000	Chr10	42007511	42008505	1014	C	Copia-56_GR-I	LTR/Copia	(1)	5317	4136	174090/174090	2	0.174
5901	15.2	0.7	0.0	Chr10	42007511	42008454	951	C	Copia-56_GR-I	LTR/Copia	(1)	5317	4367	174090	1
387	6.6	3.3	0.0	Chr10	42008445	42008505	63	C	Copia-56_GR-I	LTR/Copia	(1120)	4198	4136	174090	1

###2188/1485/315/868	24.344	10.168	1.651	Chr10	43004408	43006469	1824	C	Copia-56_GR-I	LTR/Copia	(1273)	4045	555	174466/174466/174466/174466	4	0.313
2188	22.7	11.4	2.6	Chr10	43004408	43005161	819	C	Copia-56_GR-I	LTR/Copia	(1273)	4045	3227	174466	1
1485	24.3	4.6	1.0	Chr10	43005219	43005609	405	C	Copia-56_GR-I	LTR/Copia	(2344)	2974	2570	174466	1
315	29.1	14.7	0.4	Chr10	43005897	43006134	272	C	Copia-56_GR-I	LTR/Copia	(4070)	1248	977	174466	1
868	25.1	11.1	0.9	Chr10	43006172	43006469	328	C	Copia-56_GR-I	LTR/Copia	(4436)	882	555	174466	1

###421	21.8	16.1	2.1	Chr10	43009412	43009622	240	C	Copia-56_GR-I	LTR/Copia	(3395)	1923	1684	174468	1	0.041

###285/348/295/1544/3799/1096	24.533	16.045	1.767	Chr10	43225243	43231294	3014	+	Copia-56_GR-I	LTR/Copia	956	5318	(0)	174551/174551/174551/174552/174552/174552	6	0.517
285	28.7	42.4	3.0	Chr10	43225243	43225459	303	+	Copia-56_GR-I	LTR/Copia	956	1258	(4060)	174551	1
348	25.5	1.0	1.0	Chr10	43225522	43225620	99	+	Copia-56_GR-I	LTR/Copia	1684	1782	(3536)	174551	1
295	19.3	4.4	3.3	Chr10	43225637	43225727	92	+	Copia-56_GR-I	LTR/Copia	1843	1934	(3384)	174551	1
1544	23.7	8.4	1.4	Chr10	43226126	43226572	479	+	Copia-56_GR-I	LTR/Copia	1981	2459	(2859)	174552	1
3799	24.6	15.4	1.5	Chr10	43229486	43230927	1640	+	Copia-56_GR-I	LTR/Copia	2462	4101	(1217)	174552	1
1096	20.9	15.5	2.2	Chr10	43230941	43231294	401	+	Copia-56_GR-I	LTR/Copia	4918	5318	(0)	174552	1

###356	25.0	19.9	0.6	Chr10	43225791	43225931	168	+	Copia-56_GR-I	LTR/Copia	555	722	(4596)	174552	1	0.029

###2202/1273	23.831	14.465	1.356	Chr10	43840141	43841440	1927	+	Copia-56_GR-I	LTR/Copia	2570	5280	(3)	174757/174757	2	0.331
2202	25.0	15.3	1.3	Chr10	43840141	43841066	1532	+	Copia-56_GR-I	LTR/Copia	2570	4101	(1217)	174757	1
1273	20.8	12.3	1.5	Chr10	43841084	43841440	395	+	Copia-56_GR-I	LTR/Copia	4886	5280	(3)	174757	1

###19541/249/556	13.562	4.151	1.143	Chr10	44218121	44221792	3506	C	Copia-56_GR-I	LTR/Copia	(0)	5318	671	174913/174913/174913	3	0.602
19541	13.1	4.2	1.0	Chr10	44218121	44221336	3316	C	Copia-56_GR-I	LTR/Copia	(0)	5318	2003	174913	1
249	20.0	0.0	0.0	Chr10	44221572	44221611	40	C	Copia-56_GR-I	LTR/Copia	(4069)	1249	1210	174913	1
556	21.0	4.2	4.2	Chr10	44221616	44221792	150	C	Copia-56_GR-I	LTR/Copia	(4498)	820	671	174913	1

###5121	12.4	0.3	0.4	Chr10	45793988	45794749	761	C	Copia-56_GR-I	LTR/Copia	(1)	5317	4557	175472	1	0.131

###855/14136	18.758	1.427	0.168	Chr10	47542010	47549363	2771	C	Copia-56_GR-I	LTR/Copia	(0)	5318	2548	176162/176162	2	0.476
855	12.1	0.0	1.5	Chr10	47542010	47542143	132	C	Copia-56_GR-I	LTR/Copia	(0)	5318	5187	176162	1
14136	19.1	1.5	0.1	Chr10	47546755	47549363	2645	C	Copia-56_GR-I	LTR/Copia	(126)	5192	2548	176162	1

###4440/3857	22.726	2.061	1.435	Chr10	47552420	47554573	2207	C	Copia-56_GR-I	LTR/Copia	(2767)	2833	393	176162/176162	2	0.379
4440	22.9	1.8	1.0	Chr10	47552420	47553646	1260	C	Copia-56_GR-I	LTR/Copia	(2767)	2833	1574	176162	1
3857	22.5	2.4	2.0	Chr10	47553631	47554573	947	C	Copia-56_GR-I	LTR/Copia	(3979)	1339	393	176162	1

###1311/2434/4035/640	21.452	12.130	1.267	Chr10	47721218	47723951	2583	C	Copia-56_GR-I	LTR/Copia	(0)	5600	556	176220/176220/176220/176220	4	0.443
1311	19.5	5.8	1.8	Chr10	47721218	47721572	273	C	Copia-56_GR-I	LTR/Copia	(0)	5600	5328	176220	1
2434	24.0	16.7	2.0	Chr10	47721592	47722525	1069	C	Copia-56_GR-I	LTR/Copia	(1217)	4101	3033	176220	1
4035	18.6	9.4	0.1	Chr10	47722546	47723434	972	C	Copia-56_GR-I	LTR/Copia	(2344)	2974	2003	176220	1
640	24.9	13.7	1.9	Chr10	47723711	47723951	269	C	Copia-56_GR-I	LTR/Copia	(4494)	824	556	176220	1

###1108/251/4228/2531/1461	20.939	7.433	1.139	Chr10	47731624	47735139	2633	+	Copia-56_GR-I	LTR/Copia	841	5600	(0)	176225/176227/176228/176228/176228	5	0.452
1108	24.1	0.9	0.0	Chr10	47731624	47731855	234	+	Copia-56_GR-I	LTR/Copia	841	1074	(4244)	176225	1
251	17.1	6.5	1.2	Chr10	47732348	47732424	81	+	Copia-56_GR-I	LTR/Copia	1843	1923	(3395)	176227	1
4228	18.4	6.8	1.1	Chr10	47732870	47733789	972	+	Copia-56_GR-I	LTR/Copia	2003	2974	(2344)	176228	1
2531	24.1	14.3	1.9	Chr10	47733807	47734762	1073	+	Copia-56_GR-I	LTR/Copia	3029	4101	(1217)	176228	1
1461	16.7	5.6	1.6	Chr10	47734782	47735139	273	+	Copia-56_GR-I	LTR/Copia	5328	5600	(0)	176228	1

###278	28.2	20.9	0.6	Chr10	47732528	47732666	167	+	Copia-56_GR-I	LTR/Copia	556	722	(4596)	176228	1	0.029

###507/3091	23.462	7.915	1.134	Chr10	47867303	47868840	1136	+	Copia-56_GR-I	LTR/Copia	868	2954	(2364)	176267/176267	2	0.195
507	19.1	16.9	0.0	Chr10	47867303	47867438	159	+	Copia-56_GR-I	LTR/Copia	868	1026	(4292)	176267	1
3091	24.1	6.6	1.3	Chr10	47867912	47868840	977	+	Copia-56_GR-I	LTR/Copia	1978	2954	(2364)	176267	1

###343/3134/2358/407/1157	24.167	7.133	1.917	Chr10	47922744	47925703	2437	+	Copia-56_GR-I	LTR/Copia	1710	5597	(3)	176285/176286/176286/176286/176286	5	0.418
343	24.8	8.2	5.1	Chr10	47922744	47922951	214	+	Copia-56_GR-I	LTR/Copia	1710	1923	(3395)	176285	1
3134	24.3	7.4	0.9	Chr10	47923520	47924448	989	+	Copia-56_GR-I	LTR/Copia	1986	2974	(2344)	176286	1
2358	24.9	9.0	2.3	Chr10	47924505	47925325	875	+	Copia-56_GR-I	LTR/Copia	3227	4101	(1217)	176286	1
407	21.4	0.0	1.1	Chr10	47925337	47925426	89	+	Copia-56_GR-I	LTR/Copia	4771	4859	(327)	176286	1
1157	21.4	1.1	2.6	Chr10	47925430	47925703	270	+	Copia-56_GR-I	LTR/Copia	5328	5597	(3)	176286	1

###600	25.5	13.8	3.0	Chr10	47923019	47923257	264	+	Copia-56_GR-I	LTR/Copia	556	819	(4499)	176286	1	0.045

###4933/594	26.628	8.741	1.043	Chr10	47945763	47947928	2247	C	Copia-56_GR-I	LTR/Copia	(1327)	3991	1745	176289/176290	2	0.386
4933	26.5	8.5	1.1	Chr10	47945763	47947619	1992	C	Copia-56_GR-I	LTR/Copia	(1327)	3991	2000	176289	1
594	27.4	10.2	0.7	Chr10	47947622	47947928	550	C	Copia-56_GR-I	LTR/Copia	(3254)	2294	1745	176290	1

###433	25.0	10.2	0.6	Chr10	47947938	47948079	139	C	Copia-56_GR-I	LTR/Copia	(3509)	2039	1901	176290	1	0.024

###907	29.1	20.1	1.3	Chr10	47966308	47966896	699	C	Copia-56_GR-I	LTR/Copia	(4064)	1254	556	176298	1	0.120

###5372	9.3	6.0	0.1	Chr10	47969070	47970431	1442	C	Copia-56_GR-I	LTR/Copia	(0)	5318	3877	176300	1	0.248

###1013/438/401/4798/576	27.034	9.741	1.489	Chr10	48610230	48616978	2806	+	Copia-56_GR-I	LTR/Copia	700	4087	(1231)	176510/176510/176510/176511/176511	5	0.482
1013	29.6	9.7	1.4	Chr10	48610230	48610746	559	+	Copia-56_GR-I	LTR/Copia	700	1258	(4060)	176510	1
438	28.8	8.6	0.0	Chr10	48610965	48611103	151	+	Copia-56_GR-I	LTR/Copia	1518	1668	(3518)	176510	1
401	31.9	12.8	0.6	Chr10	48611133	48611413	315	+	Copia-56_GR-I	LTR/Copia	1983	2297	(3251)	176510	1
4798	24.9	10.4	1.8	Chr10	48611412	48613123	1857	+	Copia-56_GR-I	LTR/Copia	2000	3856	(1462)	176511	1
576	27.5	1.8	1.8	Chr10	48616757	48616978	222	+	Copia-56_GR-I	LTR/Copia	3866	4087	(1231)	176511	1

###5352/7459	9.772	2.776	1.654	Chr10	52215157	52217098	1900	+	Copia-56_GR-I	LTR/Copia	620	2519	(2799)	177657/177657	2	0.326
5352	11.6	5.6	1.1	Chr10	52215157	52216027	910	+	Copia-56_GR-I	LTR/Copia	620	1529	(3789)	177657	1
7459	8.3	0.5	2.1	Chr10	52216018	52217098	1064	+	Copia-56_GR-I	LTR/Copia	1456	2519	(2799)	177657	1

###7954/7003	10.042	0.190	0.610	Chr10	52225406	52229442	2109	+	Copia-56_GR-I	LTR/Copia	3054	5318	(0)	177664/177664	2	0.362
7954	10.9	0.1	0.7	Chr10	52225406	52226566	1154	+	Copia-56_GR-I	LTR/Copia	3054	4207	(1111)	177664	1
7003	9.0	0.3	0.5	Chr10	52228486	52229442	955	+	Copia-56_GR-I	LTR/Copia	4364	5318	(0)	177664	1

###334/296/1287/1479/2235/1468	23.346	7.235	1.392	Chr10	52306142	52308671	2184	+	Copia-56_GR-I	LTR/Copia	1594	5318	(0)	177692/177692/177692/177692/177692/177692	6	0.375
334	24.7	0.0	0.0	Chr10	52306142	52306217	76	+	Copia-56_GR-I	LTR/Copia	1594	1669	(3517)	177692	1
296	15.8	6.5	1.2	Chr10	52306228	52306304	81	+	Copia-56_GR-I	LTR/Copia	1843	1923	(3395)	177692	1
1287	23.9	5.0	0.8	Chr10	52306593	52306951	374	+	Copia-56_GR-I	LTR/Copia	1986	2359	(2959)	177692	1
1479	25.4	8.0	1.4	Chr10	52306952	52307427	507	+	Copia-56_GR-I	LTR/Copia	2468	2974	(2344)	177692	1
2235	25.9	9.3	2.4	Chr10	52307485	52308304	875	+	Copia-56_GR-I	LTR/Copia	3227	4101	(1217)	177692	1
1468	15.7	7.8	0.5	Chr10	52308324	52308671	271	+	Copia-56_GR-I	LTR/Copia	5048	5318	(0)	177692	1

###6358/2747	19.639	2.785	0.700	Chr10	52337018	52341656	2012	+	Copia-56_GR-I	LTR/Copia	3303	5314	(4)	177711/177711	2	0.345
6358	19.1	0.4	0.7	Chr10	52337018	52338234	1214	+	Copia-56_GR-I	LTR/Copia	3303	4516	(802)	177711	1
2747	20.5	6.6	0.7	Chr10	52340896	52341656	806	+	Copia-56_GR-I	LTR/Copia	4509	5314	(4)	177711	1

###973/366	17.684	4.895	5.159	Chr10	52420874	52429470	428	+	Copia-56_GR-I	LTR/Copia	2	940	(4378)	177740/177742	2	0.073
973	17.6	5.6	6.2	Chr10	52420874	52421230	355	+	Copia-56_GR-I	LTR/Copia	2	356	(4962)	177740	1
366	18.1	1.4	0.0	Chr10	52429399	52429470	73	+	Copia-56_GR-I	LTR/Copia	868	940	(4378)	177742	1

###9792/1948	14.970	6.262	0.453	Chr10	52429931	52432966	3218	+	Copia-56_GR-I	LTR/Copia	1986	5318	(0)	177742/177742	2	0.552
9792	15.3	6.8	0.5	Chr10	52429931	52432683	2928	+	Copia-56_GR-I	LTR/Copia	1986	4913	(405)	177742	1
1948	11.8	1.1	0.0	Chr10	52432680	52432966	290	+	Copia-56_GR-I	LTR/Copia	5029	5318	(0)	177742	1

###1788	8.9	23.0	0.0	Chr10	52915197	52915652	561	C	Copia-56_GR-I	LTR/Copia	(2959)	2359	1799	177867	1	0.096

###11122	9.7	2.1	1.9	Chr10	52932982	52934695	1717	C	Copia-56_GR-I	LTR/Copia	(3601)	1717	1	177874	1	0.295

###359/988	23.450	4.150	3.450	Chr10	53191868	53192441	688	+	Copia-56_GR-I	LTR/Copia	4088	5318	(0)	177975/177975	2	0.118
359	25.4	3.5	2.8	Chr10	53191868	53192009	143	+	Copia-56_GR-I	LTR/Copia	4088	4230	(1318)	177975	1
988	22.7	4.4	3.7	Chr10	53192073	53192441	545	+	Copia-56_GR-I	LTR/Copia	4774	5318	(0)	177975	1

###1320/2373	23.908	15.963	1.837	Chr10	53533961	53535289	1499	C	Copia-56_GR-I	LTR/Copia	(5)	5595	3029	178066/178066	2	0.257
1320	19.9	20.7	1.4	Chr10	53533961	53534317	426	C	Copia-56_GR-I	LTR/Copia	(5)	5595	5170	178066	1
2373	25.4	14.2	2.0	Chr10	53534331	53535289	1073	C	Copia-56_GR-I	LTR/Copia	(1217)	4101	3029	178066	1

###1262	25.9	11.7	3.5	Chr10	53917111	53917715	653	C	Copia-56_GR-I	LTR/Copia	(4069)	1249	597	178161	1	0.112

###347/343/241	21.988	12.299	0.610	Chr10	53917976	53918353	295	C	Copia-56_GR-I	LTR/Copia	(3411)	1907	1164	178162/178162/178162	3	0.051
347	18.4	24.2	1.2	Chr10	53917976	53918107	162	C	Copia-56_GR-I	LTR/Copia	(3411)	1907	1746	178162	1
343	26.7	0.0	0.0	Chr10	53918139	53918228	90	C	Copia-56_GR-I	LTR/Copia	(4139)	1409	1320	178162	1
241	23.3	0.0	0.0	Chr10	53918311	53918353	43	C	Copia-56_GR-I	LTR/Copia	(4342)	1206	1164	178162	1

###4272/1434/1136/302/1326	21.887	7.802	1.428	Chr10	54033717	54038679	2326	+	Copia-56_GR-I	LTR/Copia	2003	5600	(0)	178207/178207/178207/178207/178207	5	0.399
4272	20.1	5.6	0.8	Chr10	54033717	54034644	972	+	Copia-56_GR-I	LTR/Copia	2003	2974	(2344)	178207	1
1434	23.7	14.3	2.5	Chr10	54034661	54035205	608	+	Copia-56_GR-I	LTR/Copia	3029	3636	(1682)	178207	1
1136	24.7	6.2	1.0	Chr10	54037933	54038300	387	+	Copia-56_GR-I	LTR/Copia	3715	4101	(1217)	178207	1
302	26.6	2.4	0.0	Chr10	54038314	54038407	86	+	Copia-56_GR-I	LTR/Copia	4774	4859	(327)	178207	1
1326	17.1	1.4	3.3	Chr10	54038402	54038679	273	+	Copia-56_GR-I	LTR/Copia	5328	5600	(0)	178207	1

###2761/2878/13139/1738	17.826	4.268	1.567	Chr10	54874323	54881035	3757	+	Copia-56_GR-I	LTR/Copia	842	5318	(0)	178494/178494/178494/178494	4	0.645
2761	21.7	0.7	2.8	Chr10	54874323	54874905	571	+	Copia-56_GR-I	LTR/Copia	842	1412	(3906)	178494	1
2878	20.3	9.5	1.3	Chr10	54877946	54878774	896	+	Copia-56_GR-I	LTR/Copia	1497	2392	(2926)	178494	1
13139	12.1	1.2	0.9	Chr10	54878761	54880795	2042	+	Copia-56_GR-I	LTR/Copia	2498	4539	(779)	178494	1
1738	10.6	1.0	0.8	Chr10	54880769	54881035	248	+	Copia-56_GR-I	LTR/Copia	5071	5318	(0)	178494	1

###329	25.5	8.2	3.9	Chr10	55014445	55014609	266	+	Copia-56_GR-I	LTR/Copia	5027	5292	(26)	178527	1	0.046

###4059	15.8	4.3	1.7	Chr10	55961359	55962101	762	+	Copia-56_GR-I	LTR/Copia	361	1122	(4196)	178800	1	0.131

###884/2584/2911	23.911	10.542	1.373	Chr10	58011637	58013870	2226	C	Copia-56_GR-I	LTR/Copia	(0)	5318	2003	179314/179315/179315	3	0.382
884	18.5	2.2	4.5	Chr10	58011637	58011862	221	C	Copia-56_GR-I	LTR/Copia	(0)	5318	5098	179314	1
2584	24.3	13.4	1.1	Chr10	58012008	58012928	1033	C	Copia-56_GR-I	LTR/Copia	(1217)	4101	3069	179315	1
2911	25.0	9.6	0.8	Chr10	58012977	58013870	972	C	Copia-56_GR-I	LTR/Copia	(2344)	2974	2003	179315	1

###323	30.2	0.0	0.0	Chr10	58011899	58011994	96	C	Copia-56_GR-I	LTR/Copia	(283)	5265	5170	179315	1	0.016

###992/2224/1521	22.492	12.256	2.488	Chr10	58052000	58053966	1991	C	Copia-56_GR-I	LTR/Copia	(0)	5318	2263	179338/179339/179339	3	0.342
992	18.1	4.0	5.5	Chr10	58052000	58052274	271	C	Copia-56_GR-I	LTR/Copia	(0)	5318	5048	179338	1
2224	24.8	17.6	1.4	Chr10	58052355	58053321	1121	C	Copia-56_GR-I	LTR/Copia	(1169)	4149	3029	179339	1
1521	20.6	6.9	2.9	Chr10	58053391	58053966	599	C	Copia-56_GR-I	LTR/Copia	(2457)	2861	2263	179339	1

###371	28.1	0.0	0.0	Chr10	58052269	58052364	96	C	Copia-56_GR-I	LTR/Copia	(283)	5265	5170	179339	1	0.016

###784	23.8	11.7	1.3	Chr10	58062967	58063247	310	C	Copia-56_GR-I	LTR/Copia	(4453)	865	556	179343	1	0.053

###1270/354/1615/1660/3354	21.475	6.342	1.357	Chr10	59030485	59035568	2198	C	Copia-56_GR-I	LTR/Copia	(2)	5598	1810	179527/179527/179527/179527/179527	5	0.377
1270	16.9	1.8	3.7	Chr10	59030485	59030760	271	C	Copia-56_GR-I	LTR/Copia	(2)	5598	5328	179527	1
354	28.9	1.0	0.0	Chr10	59030745	59030848	105	C	Copia-56_GR-I	LTR/Copia	(308)	4878	4774	179527	1
1615	25.9	11.1	2.1	Chr10	59030863	59031531	728	C	Copia-56_GR-I	LTR/Copia	(1217)	4101	3374	179527	1
1660	23.2	4.3	0.9	Chr10	59031622	59032038	431	C	Copia-56_GR-I	LTR/Copia	(2344)	2974	2544	179527	1
3354	16.0	5.3	0.0	Chr10	59034940	59035568	663	C	Copia-56_GR-I	LTR/Copia	(2846)	2472	1810	179527	1

###1306/7366/631	20.610	10.700	1.515	Chr10	59240823	59243650	2861	C	Copia-56_GR-I	LTR/Copia	(0)	5491	555	179594/179594/179594	3	0.491
1306	18.1	5.1	2.4	Chr10	59240823	59241192	444	C	Copia-56_GR-I	LTR/Copia	(0)	5491	5048	179594	1
7366	20.5	11.4	1.3	Chr10	59241180	59243131	2147	C	Copia-56_GR-I	LTR/Copia	(1169)	4149	2003	179594	1
631	25.3	13.6	1.9	Chr10	59243409	59243650	270	C	Copia-56_GR-I	LTR/Copia	(4494)	824	555	179594	1

###355	25.9	14.3	0.6	Chr10	59536262	59536427	264	C	Copia-56_GR-I	LTR/Copia	(4025)	1293	1030	179654	1	0.045

###365	27.7	6.0	1.3	Chr10	59586018	59586167	157	C	Copia-56_GR-I	LTR/Copia	(4018)	1300	1144	179668	1	0.027

###24108	11.9	0.8	0.6	Chr10	46803201	46807248	4119	C	Copia-57_GR-I	LTR/Copia	(0)	5210	1092	175904	1	0.681

###460/7339	6.582	0.191	2.007	Chr10	46821807	46825847	1099	C	Copia-57_GR-I	LTR/Copia	(4111)	1099	1	175910/175912	2	0.182
460	1.9	0.0	0.0	Chr10	46821807	46821856	50	C	Copia-57_GR-I	LTR/Copia	(4111)	1099	1050	175910	1
7339	6.8	0.2	2.1	Chr10	46824774	46825847	1054	C	Copia-57_GR-I	LTR/Copia	(4156)	1054	1	175912	1

###244	18.7	5.8	4.3	Chr10	57172853	57172921	58	C	Copia-57_GR-I	LTR/Copia	(610)	4600	4543	179120	1	0.010

###6337/4729	22.151	1.191	0.724	Chr10	1150924	1153445	3796	+	Copia-58_GR-I	LTR/Copia	1	4061	(0)	159901/159901	2	0.789
6337	21.6	1.9	1.0	Chr10	1150924	1152457	2801	+	Copia-58_GR-I	LTR/Copia	1	2801	(1260)	159901	1
4729	23.0	0.1	0.3	Chr10	1152449	1153445	995	+	Copia-58_GR-I	LTR/Copia	3067	4061	(0)	159901	1

###277	33.8	3.2	3.5	Chr10	5508500	5508935	408	C	Copia-58_GR-I	LTR/Copia	(1066)	2995	2588	160842	1	0.085

###3490	31.8	1.6	3.4	Chr10	5519637	5521138	1476	+	Copia-58_GR-I	LTR/Copia	125	1600	(2461)	160844	1	0.307

###229	33.9	4.8	3.5	Chr10	5857833	5858061	232	C	Copia-58_GR-I	LTR/Copia	(329)	3732	3501	160903	1	0.048

###12044	24.2	0.9	0.3	Chr10	6385815	6388496	2699	C	Copia-58_GR-I	LTR/Copia	(0)	4061	1363	161030	1	0.561

###6244	22.7	1.8	0.4	Chr10	6393034	6394386	1372	C	Copia-58_GR-I	LTR/Copia	(2689)	1372	1	161030	1	0.285

###276/4455	29.448	1.825	1.608	Chr10	7961061	7962753	2481	+	Copia-58_GR-I	LTR/Copia	1	2547	(1514)	161522/161522	2	0.516
276	18.4	0.0	6.7	Chr10	7961061	7961124	60	+	Copia-58_GR-I	LTR/Copia	1	60	(4054)	161522	1
4455	29.9	1.9	1.4	Chr10	7961189	7962753	2421	+	Copia-58_GR-I	LTR/Copia	127	2547	(1514)	161522	1

###10884	30.9	1.6	1.9	Chr10	10918884	10922830	3935	C	Copia-58_GR-I	LTR/Copia	(25)	4036	102	162443	1	0.818

###7533	21.9	1.9	0.9	Chr10	15630092	15631678	1604	C	Copia-58_GR-I	LTR/Copia	(2457)	1604	1	164106	1	0.333

###2455/4685	27.635	2.094	0.833	Chr10	15746566	15749081	2048	C	Copia-58_GR-I	LTR/Copia	(1908)	2153	3	164149/164149	2	0.426
2455	28.1	0.7	0.7	Chr10	15746566	15747245	680	C	Copia-58_GR-I	LTR/Copia	(1908)	2153	1474	164149	1
4685	27.4	2.8	0.9	Chr10	15747738	15749081	1368	C	Copia-58_GR-I	LTR/Copia	(2691)	1370	3	164149	1

###31453	7.3	1.0	0.1	Chr10	18322032	18326059	4061	+	Copia-58_GR-I	LTR/Copia	1	4061	(0)	165022	1	0.844

###5022	31.6	2.2	2.5	Chr10	25443550	25445597	2042	C	Copia-58_GR-I	LTR/Copia	(1893)	2168	127	167519	1	0.424

###228/13451/2288	24.679	0.581	0.395	Chr10	26074772	26079859	3938	+	Copia-58_GR-I	LTR/Copia	1	4061	(0)	167744/167744/167744	3	0.819
228	20.0	3.6	0.0	Chr10	26074772	26074826	57	+	Copia-58_GR-I	LTR/Copia	1	57	(4004)	167744	1
13451	25.1	0.5	0.4	Chr10	26074855	26078193	3397	+	Copia-58_GR-I	LTR/Copia	181	3577	(484)	167744	1
2288	22.3	0.8	0.4	Chr10	26079373	26079859	489	+	Copia-58_GR-I	LTR/Copia	3573	4061	(0)	167744	1

###7397	21.8	4.3	0.2	Chr10	49456652	49458222	1634	+	Copia-58_GR-I	LTR/Copia	1	1634	(2427)	176764	1	0.340

###12691	21.1	0.2	0.3	Chr10	49485456	49487884	2426	+	Copia-58_GR-I	LTR/Copia	1636	4061	(0)	176775	1	0.504

###299	24.5	4.8	2.8	Chr10	48625473	48625577	107	C	Copia-58_Mad-I	LTR/Copia	(1652)	2956	2850	176514	1	No_ref_available

