Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
527	24.5	7.1	0.6	D10_01	20090967	20091134	179	C	Gypsy-18_GR-I	LTR/Gypsy	(188)	5075	4897	5826	1
18068	25.0	0.7	0.6	D10_01	20091298	20095462	4169	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	637	5826	1
513	16.4	8.6	4.5	D10_01	20095478	20095605	133	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2889	5827	1
824	19.7	0.0	5.9	D10_01	20095591	20095806	204	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1050)	1971	1768	5827	1
540	24.8	0.7	0.7	D10_01	20096406	20096559	154	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1417)	1604	1451	5827	1
432	21.7	3.1	6.4	D10_01	20099577	20099778	170	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1963)	1058	889	5827	1
301	23.6	3.1	4.2	D10_01	20101243	20101426	145	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2853)	168	24	5827	1

###8161/15957/351	14.899	3.272	1.730	D10_01	22949199	22957550	8388	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	6850/6850/6850	3	0.773
8161	16.3	4.9	3.4	D10_01	22949199	22951316	3021	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	3021	(0)	6850	1
15957	14.3	2.7	1.1	D10_01	22951324	22957400	5252	+	Gypsy-18_GR-I	LTR/Gypsy	1	5252	(25)	6850	1
351	20.7	3.5	4.3	D10_01	22957435	22957550	115	+	Gypsy-18_GR-LTR	LTR/Gypsy	2139	2253	(768)	6850	1

###3616/493/452/1219/22017/3187/2408/4186	20.232	3.605	3.489	D10_01	23618916	23632111	8411	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	7125/7125/7125/7129/7130/7130/7131/7131	8	0.775
3616	19.9	5.7	4.8	D10_01	23618916	23620197	1063	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1959	7125	1
493	21.3	6.4	2.9	D10_01	23621041	23621306	234	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1126)	1189	956	7125	1
452	24.3	7.5	9.3	D10_01	23621293	23621641	343	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1125)	1190	848	7125	1
1219	17.5	1.3	0.0	D10_01	23624407	23624640	237	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2784)	237	1	7129	1
22017	19.3	1.2	0.1	D10_01	23624624	23628561	3961	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	845	7130	1
3187	18.1	0.8	0.9	D10_01	23628564	23629113	889	C	Gypsy-18_GR-I	LTR/Gypsy	(4741)	889	1	7130	1
2408	20.3	2.9	7.9	D10_01	23629158	23629778	592	C	Gypsy-18_GR-LTR	LTR/Gypsy	(126)	2895	2304	7131	1
4186	21.9	3.5	5.6	D10_01	23630199	23632111	1372	C	Gypsy-18_GR-LTR	LTR/Gypsy	(943)	1372	1	7131	1

###374/415/418/22742/341	24.065	1.129	2.582	D10_01	28243469	28251446	5527	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	9251/9251/9251/9249/9254	5	0.510
374	25.8	1.6	6.6	D10_01	28243469	28243659	182	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	182	(2839)	9251	1
415	27.6	1.7	4.1	D10_01	28245100	28245273	170	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1058	(1963)	9251	1
418	25.4	5.9	4.8	D10_01	28245977	28246162	188	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1936	(1085)	9251	1
22742	22.6	0.6	1.0	D10_01	28246278	28251273	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	9249	1
341	27.6	2.1	5.0	D10_01	28251260	28251446	182	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	182	(2839)	9254	1

###14501/25444/6607	14.478	3.022	1.614	D10_01	29148085	29158029	9558	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	9607/9607/9607	3	0.881
14501	17.1	4.3	2.4	D10_01	29148085	29152013	3021	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	3021	(0)	9607	1
25444	12.3	1.7	0.4	D10_01	29152012	29156751	5252	+	Gypsy-18_GR-I	LTR/Gypsy	1	5252	(25)	9607	1
6607	14.5	4.0	3.7	D10_01	29156749	29158029	1285	+	Gypsy-18_GR-LTR	LTR/Gypsy	1737	3021	(0)	9607	1

###15264/34582/12673	13.699	2.651	1.922	D10_01	29949264	29960008	10844	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	9894/9892/9895	3	1.000
15264	15.2	3.0	3.3	D10_01	29949264	29952292	3019	+	Gypsy-18_GR-LTR	LTR/Gypsy	3	3021	(0)	9894	1
34582	11.3	0.4	0.1	D10_01	29952272	29957098	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	9892	1
12673	16.1	6.0	3.5	D10_01	29957088	29960008	3020	+	Gypsy-18_GR-LTR	LTR/Gypsy	2	3021	(0)	9895	1

###13794/7591/5737/2343	12.534	2.077	1.818	D10_01	30818797	30827048	7101	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	10236/10236/10236/10237	4	0.655
13794	12.5	2.6	2.0	D10_01	30818797	30821814	4191	C	Gypsy-18_GR-LTR	LTR/Gypsy	(274)	5003	813	10236	1
7591	11.3	0.1	0.6	D10_01	30821794	30823219	1476	C	Gypsy-18_GR-I	LTR/Gypsy	(1145)	3660	2185	10236	1
5737	11.8	0.0	0.4	D10_01	30823215	30824028	811	C	Gypsy-18_GR-I	LTR/Gypsy	(3623)	1182	372	10236	1
2343	16.5	6.8	5.6	D10_01	30826433	30827048	623	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2398)	623	1	10237	1

###2421/5119/29251/4876	19.337	2.903	2.954	D10_01	32638176	32648618	9782	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	10912/10912/10912/10912	4	0.902
2421	21.6	4.4	11.3	D10_01	32638176	32639082	851	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2171	10912	1
5119	20.4	5.6	3.2	D10_01	32639098	32641028	2065	C	Gypsy-18_GR-LTR	LTR/Gypsy	(956)	2065	1	10912	1
29251	17.9	1.7	1.4	D10_01	32641029	32646667	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	10912	1
4876	21.4	3.0	3.3	D10_01	32646694	32648618	2061	C	Gypsy-18_GR-LTR	LTR/Gypsy	(960)	2061	1	10912	1

###6148/20551/10666	14.930	2.324	2.119	D10_01	34400017	34412465	8929	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	11561/11561/11561	3	0.823
6148	18.1	3.1	2.3	D10_01	34400017	34401810	1901	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1901	(1)	11561	1
20551	14.7	2.3	1.5	D10_01	34401811	34410568	5180	+	Gypsy-18_GR-I	LTR/Gypsy	1	5180	(97)	11561	1
10666	13.0	1.7	4.8	D10_01	34410563	34412465	1848	+	Gypsy-18_GR-LTR	LTR/Gypsy	1174	3021	(0)	11561	1

###397/407/390/21928/459	23.973	2.618	2.975	D10_01	35900626	35909477	5448	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	12058/12059/12059/12058/12058	5	0.502
397	22.6	8.8	5.3	D10_01	35900626	35900807	188	C	Gypsy-18_GR-LTR	LTR/Gypsy	(969)	1398	1211	12058	1
407	27.0	1.9	3.2	D10_01	35901524	35901680	155	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1978)	1043	889	12059	1
390	23.8	1.3	4.1	D10_01	35903162	35903310	145	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2876)	145	1	12059	1
21928	23.6	1.4	2.3	D10_01	35903288	35908604	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	12058	1
459	27.0	1.9	3.2	D10_01	35909321	35909477	155	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1978)	1043	889	12058	1

###2546/3755/25841/1021	20.021	1.018	1.081	D10_01	37850868	37858418	6560	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	12800/12800/12800/12802	4	0.605
2546	24.5	2.6	1.5	D10_01	37850868	37851643	784	C	Gypsy-18_GR-LTR	LTR/Gypsy	(949)	2072	1289	12800	1
3755	22.1	2.5	4.0	D10_01	37851787	37852943	1140	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1879)	1142	3	12800	1
25841	18.4	0.2	0.1	D10_01	37852946	37857278	4335	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	471	12800	1
1021	22.4	2.3	2.0	D10_01	37858119	37858418	301	C	Gypsy-18_GR-LTR	LTR/Gypsy	(958)	2063	1763	12802	1

###1625/1095/3052/23701/1160/2910	19.139	2.882	2.425	D10_01	38427266	38435962	8642	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	13030/13030/13031/13031/13032/13032	6	0.797
1625	20.9	1.9	5.6	D10_01	38427266	38427743	461	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	461	(2560)	13030	1
1095	25.6	7.9	4.4	D10_01	38427739	38428179	456	+	Gypsy-18_GR-LTR	LTR/Gypsy	929	1384	(1637)	13030	1
3052	20.4	5.8	7.1	D10_01	38428181	38429606	1484	+	Gypsy-18_GR-LTR	LTR/Gypsy	1289	2772	(249)	13031	1
23701	18.2	0.8	0.5	D10_01	38429607	38434772	5246	+	Gypsy-18_GR-I	LTR/Gypsy	1	5246	(31)	13031	1
1160	19.1	10.8	2.7	D10_01	38434797	38435103	331	+	Gypsy-18_GR-LTR	LTR/Gypsy	929	1259	(1762)	13032	1
2910	18.4	5.5	3.4	D10_01	38435218	38435962	760	+	Gypsy-18_GR-LTR	LTR/Gypsy	1302	2061	(960)	13032	1

###1902/282/3614/26965/1671/268/3681	21.931	2.754	2.612	D10_01	38492656	38502855	8764	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	13046/13047/13047/13047/13047/13047/13048	7	0.808
1902	25.2	4.9	2.4	D10_01	38492656	38493395	758	C	Gypsy-18_GR-LTR	LTR/Gypsy	(966)	2055	1298	13046	1
282	23.4	2.7	10.4	D10_01	38493577	38493755	167	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1635)	1386	1220	13047	1
3614	21.8	4.1	4.0	D10_01	38493770	38494936	1168	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1853)	1168	1	13047	1
26965	20.9	1.1	1.8	D10_01	38494937	38500539	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	13047	1
1671	24.2	9.1	2.6	D10_01	38500587	38501299	758	C	Gypsy-18_GR-LTR	LTR/Gypsy	(966)	2055	1298	13047	1
268	17.7	0.0	2.0	D10_01	38501484	38501535	51	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1751)	1270	1220	13047	1
3681	22.6	2.7	3.8	D10_01	38501697	38502855	1146	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	1	13048	1

###10293/23377/5587	12.245	0.678	1.359	D10_01	38536103	38543308	7024	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	13055/13056/13057	3	0.648
10293	12.3	1.1	3.7	D10_01	38536103	38537838	1693	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1329	13055	1
23377	12.3	0.4	0.2	D10_01	38537834	38542314	4351	C	Gypsy-18_GR-I	LTR/Gypsy	(454)	4351	1	13056	1
5587	11.9	1.2	2.5	D10_01	38542317	38543308	980	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2041)	980	1	13057	1

###5890/31997/6130/3837	15.750	2.009	1.699	D10_01	38968458	38979330	10163	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	13215/13215/13217/13217	4	0.937
5890	17.7	4.0	3.2	D10_01	38968458	38970104	3021	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1	13215	1
31997	13.9	0.8	0.2	D10_01	38971610	38976423	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	13215	1
6130	16.5	3.4	3.7	D10_01	38976407	38977680	1270	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1752	13217	1
3837	20.1	2.7	3.7	D10_01	38978254	38979330	1067	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1954)	1067	1	13217	1

###2445/1260/533/250/1430/1295/26652/1356/444/263/3387	21.698	3.359	2.282	D10_01	42684417	42694853	9066	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	14521/14521/14521/14521/14521/14521/14521/14521/14521/14521/14521	11	0.836
2445	20.6	5.0	7.5	D10_01	42684417	42685137	704	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2318	14521	1
1260	21.4	4.3	2.6	D10_01	42685189	42685609	428	C	Gypsy-18_GR-LTR	LTR/Gypsy	(939)	2082	1655	14521	1
533	31.2	3.8	1.9	D10_01	42685641	42685901	266	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1458)	1563	1298	14521	1
250	23.1	0.0	1.9	D10_01	42686058	42686110	52	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1750)	1271	1220	14521	1
1430	22.8	15.6	1.7	D10_01	42686195	42686770	655	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1758)	1263	609	14521	1
1295	18.6	1.0	1.7	D10_01	42686791	42687085	293	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2728)	293	1	14521	1
26652	20.6	1.4	1.0	D10_01	42687086	42692573	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	14521	1
1356	21.5	4.5	2.8	D10_01	42692625	42693045	428	C	Gypsy-18_GR-LTR	LTR/Gypsy	(939)	2082	1655	14521	1
444	31.0	4.8	2.3	D10_01	42693088	42693338	257	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1464)	1557	1301	14521	1
263	21.2	0.0	1.9	D10_01	42693498	42693550	52	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1750)	1271	1220	14521	1
3387	22.8	4.4	4.4	D10_01	42693684	42694853	1170	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1850)	1171	2	14521	1

###1230/25140/1726/1281/248/3152	22.652	2.482	2.706	D10_01	44084478	44092568	10469	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	14992/14993/14995/14995/14995/14995	6	0.965
1230	19.3	1.4	2.1	D10_01	44084478	44084763	284	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2737)	284	1	14992	1
25140	21.8	0.3	0.8	D10_01	44084764	44089538	7572	C	Gypsy-18_GR-I	LTR/Gypsy	(877)	7625	54	14993	1
1726	21.5	7.5	10.3	D10_01	44089556	44090329	676	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2346	14995	1
1281	26.8	8.0	3.5	D10_01	44090323	44091011	719	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1001)	2020	1302	14995	1
248	24.5	0.0	0.0	D10_01	44091335	44091383	49	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1749)	1272	1224	14995	1
3152	24.8	3.8	4.1	D10_01	44091396	44092568	1169	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1852)	1169	1	14995	1

###363/410/8138/8747/428/427	26.296	1.830	2.125	D10_01	44493577	44504943	5658	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	15090/15090/15091/15091/15091/15091	6	0.522
363	25.8	3.1	6.3	D10_01	44493577	44493780	170	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1058	(1963)	15090	1
410	24.8	7.8	3.2	D10_01	44494450	44494628	187	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1935	(1086)	15090	1
8138	28.1	1.2	1.9	D10_01	44494876	44497367	2410	+	Gypsy-18_GR-I	LTR/Gypsy	1	2410	(2395)	15091	1
8747	25.0	1.1	1.0	D10_01	44500488	44503088	4911	+	Gypsy-18_GR-I	LTR/Gypsy	34	4944	(333)	15091	1
428	24.1	3.1	6.3	D10_01	44503926	44504129	155	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1043	(1978)	15091	1
427	26.9	4.5	3.5	D10_01	44504744	44504943	202	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1950	(1071)	15091	1

###3266/2473/28059/7126	16.549	3.933	2.022	D10_01	46199522	46208758	6902	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	15602/15602/15602/15602	4	0.636
3266	16.5	11.8	0.8	D10_01	46199522	46200217	772	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2250	15602	1
2473	14.6	1.8	1.6	D10_01	46200231	46200730	501	C	Gypsy-18_GR-LTR	LTR/Gypsy	(930)	2091	1591	15602	1
28059	16.9	2.8	2.1	D10_01	46200753	46207267	4085	C	Gypsy-18_GR-I	LTR/Gypsy	(720)	4085	1	15602	1
7126	15.7	5.9	2.4	D10_01	46207268	46208758	1544	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1477)	1544	1	15602	1

###356/572/432/414	26.014	3.923	3.402	D10_01	48297235	48299912	698	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	16327/16324/16329/16329	4	0.064
356	25.2	3.0	3.6	D10_01	48297235	48297403	168	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	168	(2853)	16327	1
572	20.2	8.6	1.7	D10_01	48297454	48297646	179	+	Gypsy-18_GR-I	LTR/Gypsy	4897	5075	(188)	16324	1
432	26.9	1.8	4.3	D10_01	48298859	48299025	163	+	Gypsy-18_GR-LTR	LTR/Gypsy	896	1058	(1963)	16329	1
414	27.8	4.3	3.2	D10_01	48299727	48299912	188	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1936	(1085)	16329	1

###343/407/415/22938/299/385	24.664	1.510	2.359	D10_01	48312857	48322485	5669	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	16337/16340/16340/16341/16342/16342	6	0.523
343	24.6	2.9	4.2	D10_01	48312857	48313026	168	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	168	(2853)	16337	1
407	28.2	1.7	4.1	D10_01	48314489	48314662	170	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1058	(1963)	16340	1
415	25.4	5.9	4.8	D10_01	48315364	48315549	188	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1936	(1085)	16340	1
22938	22.5	0.7	0.8	D10_01	48315763	48320671	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	16341	1
299	27.4	2.4	3.6	D10_01	48320649	48320818	168	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	168	(2853)	16342	1
385	28.8	1.7	4.1	D10_01	48322312	48322485	170	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1058	(1963)	16342	1

###876/523	13.026	4.528	1.697	D10_01	784075	784408	328	+	Gypsy-18_GR-LTR	LTR/Gypsy	1767	3021	(0)	98/98	2	0.109
876	11.3	1.4	2.2	D10_01	784075	784286	198	+	Gypsy-18_GR-LTR	LTR/Gypsy	1767	1964	(1057)	98	1
523	16.1	10.1	0.8	D10_01	784290	784408	130	+	Gypsy-18_GR-LTR	LTR/Gypsy	2892	3021	(0)	98	1

###480	28.9	4.0	4.9	D10_01	1111830	1112373	443	+	Gypsy-18_GR-LTR	LTR/Gypsy	329	771	(2167)	167	1	0.147

###1873	19.1	6.2	5.7	D10_01	1276979	1277612	934	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2088	181	1	0.309

###345	18.4	4.1	0.0	D10_01	1847877	1847974	102	+	Gypsy-18_GR-I	LTR/Gypsy	5	106	(5524)	251	1	0.009

###8379	25.9	1.0	1.8	D10_01	1847983	1850303	2231	+	Gypsy-18_GR-I	LTR/Gypsy	1	2231	(2574)	251	1	0.206

###21891	23.3	0.6	0.9	D10_01	1850306	1855134	4732	C	Gypsy-18_GR-I	LTR/Gypsy	(73)	4732	1	252	1	0.436

###343	19.6	4.1	0.0	D10_01	1855135	1855228	98	C	Gypsy-18_GR-I	LTR/Gypsy	(5528)	102	5	252	1	0.009

###1290/1533/246/1678/740/27876	20.395	2.712	1.321	D10_01	2139560	2147145	7026	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	289/289/289/289/290/291	6	0.648
1290	19.1	5.4	3.6	D10_01	2139560	2139974	657	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2365	289	1
1533	24.0	11.0	2.9	D10_01	2139992	2140657	718	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1003)	2018	1301	289	1
246	23.1	3.3	10.6	D10_01	2140805	2140925	113	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1685)	1336	1224	289	1
1678	25.2	3.0	2.6	D10_01	2140937	2141629	696	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1852)	1169	474	289	1
740	21.1	0.7	2.7	D10_01	2141856	2142060	176	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2797)	224	49	290	1
27876	19.1	1.1	0.3	D10_01	2142057	2147145	4702	C	Gypsy-18_GR-I	LTR/Gypsy	(103)	4702	1	291	1

###3128/2553/5270	16.094	5.805	2.247	D10_01	2379443	2382098	2784	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1	324/324/324	3	0.922
3128	17.7	7.5	3.0	D10_01	2379443	2380199	790	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2232	324	1
2553	16.0	2.7	1.4	D10_01	2380182	2380926	807	C	Gypsy-18_GR-LTR	LTR/Gypsy	(916)	2105	1299	324	1
5270	15.1	6.7	2.3	D10_01	2380961	2382098	1187	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1834)	1187	1	324	1

###3458	20.1	1.5	5.3	D10_01	2867310	2868383	868	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	868	(2153)	413	1	0.287

###2133/437	19.497	12.728	4.986	D10_01	2879153	2880049	986	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1867	416/416	2	0.326
2133	19.7	14.4	4.8	D10_01	2879153	2879915	833	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2189	416	1
437	18.5	4.5	5.9	D10_01	2879895	2880049	153	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1002)	2019	1867	416	1

###1091/770/291/3276	24.951	3.300	2.908	D10_01	2896628	2898901	1732	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1160)	1861	44	426/427/427/427	4	0.573
1091	26.3	2.5	2.7	D10_01	2896628	2897029	401	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1160)	1861	1461	426	1
770	28.8	2.9	2.0	D10_01	2897058	2897397	343	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1373)	1648	1306	427	1
291	19.6	0.0	0.0	D10_01	2897720	2897770	51	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1747)	1274	1224	427	1
3276	22.9	4.1	3.6	D10_01	2897783	2898901	1125	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1853)	1168	44	427	1

###5885	14.8	6.8	3.5	D10_01	2922745	2924028	1325	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1696)	1325	1	437	1	0.439

###444/719	27.473	9.333	6.116	D10_01	2930833	2932749	1232	+	Gypsy-18_GR-LTR	LTR/Gypsy	33	3021	(0)	439/439	2	0.408
444	27.4	5.9	6.7	D10_01	2930833	2931675	700	+	Gypsy-18_GR-LTR	LTR/Gypsy	33	732	(2206)	439	1
719	27.6	15.3	5.1	D10_01	2932265	2932749	532	+	Gypsy-18_GR-LTR	LTR/Gypsy	2490	3021	(0)	439	1

###3960/2405	24.190	4.572	2.772	D10_01	3479918	3482253	2072	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	2072	(949)	545/546	2	0.686
3960	24.7	5.3	3.1	D10_01	3479918	3481256	1367	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1367	(1654)	545	1
2405	23.3	3.3	2.2	D10_01	3481487	3482253	775	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2072	(949)	546	1

###345	26.4	7.7	6.4	D10_01	3514302	3514471	172	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2465)	556	385	557	1	0.057

###370/398	26.664	3.580	5.179	D10_01	3587820	3588882	386	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1935	(1086)	574/574	2	0.128
370	26.9	2.4	6.5	D10_01	3587820	3588026	199	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1087	(1934)	574	1
398	26.4	4.9	3.7	D10_01	3588698	3588882	187	+	Gypsy-18_GR-LTR	LTR/Gypsy	1749	1935	(1086)	574	1

###269/931	14.753	12.937	5.404	D10_01	3602044	3602450	617	C	Gypsy-18_GR-LTR	LTR/Gypsy	(135)	2886	2024	578/578	2	0.204
269	12.8	0.0	2.8	D10_01	3602044	3602114	37	C	Gypsy-18_GR-LTR	LTR/Gypsy	(135)	2886	2850	578	1
931	15.2	15.9	6.0	D10_01	3602141	3602450	580	C	Gypsy-18_GR-LTR	LTR/Gypsy	(418)	2603	2024	578	1

###335	25.4	2.5	3.3	D10_01	3615919	3616040	121	+	Gypsy-18_GR-LTR	LTR/Gypsy	434	554	(2467)	583	1	0.040

###737	19.5	0.6	1.9	D10_01	3754262	3754418	155	+	Gypsy-18_GR-LTR	LTR/Gypsy	1827	1981	(1040)	599	1	0.051

###510/655/576	24.612	2.492	2.274	D10_01	3802109	3804617	521	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1	616/616/618	3	0.172
510	19.5	7.8	3.8	D10_01	3802109	3802236	133	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2889	616	1
655	21.1	0.0	3.3	D10_01	3802229	3802385	152	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1056)	1965	1814	616	1
576	29.6	1.3	0.8	D10_01	3804383	3804617	236	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2785)	236	1	618	1

###334	25.7	1.9	1.9	D10_01	3807720	3807822	103	+	Gypsy-18_GR-LTR	LTR/Gypsy	478	580	(2441)	620	1	0.034

###1466	24.3	4.9	6.5	D10_01	3946261	3947497	1073	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1948)	1073	1	640	1	0.355

###318	27.4	2.9	2.2	D10_01	3988474	3988537	65	+	Gypsy-18_GR-LTR	LTR/Gypsy	2579	2643	(378)	647	1	0.022

###255/263	24.226	11.116	10.392	D10_01	4043824	4047459	570	+	Gypsy-18_GR-LTR	LTR/Gypsy	1736	3021	(0)	658/662	2	0.189
255	22.0	7.3	11.6	D10_01	4043824	4044029	198	+	Gypsy-18_GR-LTR	LTR/Gypsy	1736	1933	(1088)	658	1
263	25.5	13.3	9.7	D10_01	4047100	4047459	372	+	Gypsy-18_GR-LTR	LTR/Gypsy	2650	3021	(0)	662	1

###4862/441/433	23.378	3.320	2.273	D10_01	4083393	4086982	1480	+	Gypsy-18_GR-I	LTR/Gypsy	NA	NA	NA	663/666/666	3	0.136
4862	20.7	2.8	0.2	D10_01	4083393	4084487	1122	+	Gypsy-18_GR-I	LTR/Gypsy	3854	4975	(302)	663	1
441	27.6	1.7	4.1	D10_01	4085946	4086119	170	+	Gypsy-18_GR-LTR	LTR/Gypsy	889	1058	(1963)	666	1
