Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
321	19.2	8.9	9.7	D5_12	46068646	46068904	257	C	Gypsy-17_GR-LTR	LTR/Gypsy	(1574)	257	1	197958	1

###437	33.3	1.7	10.8	D5_12	46198923	46199326	371	C	Gypsy-17_GR-I	LTR/Gypsy	(6672)	2408	2038	198006	1	0.029

###5721/577	25.553	1.641	0.638	D5_12	46202814	46204843	1580	+	Gypsy-17_GR-I	LTR/Gypsy	4368	7038	(2042)	198008/198008	2	0.124
5721	25.5	1.8	0.7	D5_12	46202814	46204240	1442	+	Gypsy-17_GR-I	LTR/Gypsy	4368	5809	(3271)	198008	1
577	26.1	0.0	0.0	D5_12	46204706	46204843	138	+	Gypsy-17_GR-I	LTR/Gypsy	6901	7038	(2042)	198008	1

###369	19.8	1.1	3.3	D5_12	47882045	47882138	92	+	Gypsy-17_GR-I	LTR/Gypsy	5677	5768	(3312)	198550	1	0.007

###14772	3.9	0.5	0.2	D5_12	48489494	48491318	1831	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	1	198776	1	1.000

###14386	4.4	1.2	0.3	D5_12	48516001	48517815	1831	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	1	198780	1	1.000

###14186	5.1	0.8	0.2	D5_12	48538443	48540262	1831	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	1	198788	1	1.000

###14450	4.6	0.8	0.2	D5_12	48553665	48555484	1831	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	1	198792	1	1.000

###323	12.0	1.4	8.8	D5_12	48927129	48927201	68	+	Gypsy-17_GR-LTR	LTR/Gypsy	1747	1814	(17)	198889	1	0.037

###4189/267	20.992	5.014	5.703	D5_12	50368738	50370557	1689	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	15	199309/199309	2	0.922
4189	20.7	5.0	5.8	D5_12	50368738	50370201	1453	C	Gypsy-17_GR-LTR	LTR/Gypsy	(0)	1831	379	199309	1
267	22.8	5.1	5.1	D5_12	50370322	50370557	236	C	Gypsy-17_GR-LTR	LTR/Gypsy	(1581)	250	15	199309	1

###307	20.7	0.0	6.3	D5_12	33806804	33806870	63	+	Gypsy-17_NN-I	LTR/Gypsy	1113	1175	(5055)	193626	1	No_ref_available

###227	12.3	1.6	6.9	D5_12	7413836	7413896	58	+	Gypsy-17_RC-I	LTR/Gypsy	5419	5476	(702)	185335	1	No_ref_available

###233	14.7	0.0	2.4	D5_12	22406862	22406903	41	C	Gypsy-17_RC-I	LTR/Gypsy	(5896)	282	242	189120	1	No_ref_available

###239	12.5	0.0	2.5	D5_12	23034309	23034349	40	C	Gypsy-17_RC-I	LTR/Gypsy	(5896)	282	243	189274	1	No_ref_available

###230	16.2	0.0	0.0	D5_12	24115529	24115565	37	C	Gypsy-17_RC-I	LTR/Gypsy	(5899)	279	243	189570	1	No_ref_available

###245	12.2	0.0	2.4	D5_12	24550689	24550730	41	C	Gypsy-17_RC-I	LTR/Gypsy	(5895)	283	243	189818	1	No_ref_available

###252	9.8	2.4	0.0	D5_12	24891762	24891802	42	C	Gypsy-17_RC-I	LTR/Gypsy	(5899)	279	238	189921	1	No_ref_available

###248	10.0	2.5	0.0	D5_12	27877790	27877804	16	+	Gypsy-17_RC-I	LTR/Gypsy	236	251	(5927)	191108	1	No_ref_available

###233	14.7	0.0	2.4	D5_12	29830800	29830841	41	C	Gypsy-17_RC-I	LTR/Gypsy	(5895)	283	243	191828	1	No_ref_available

###243	13.1	2.1	2.1	D5_12	35230455	35230468	14	+	Gypsy-17_RC-I	LTR/Gypsy	237	250	(5928)	194172	1	No_ref_available

###285	9.8	2.1	0.0	D5_12	42753637	42753652	9	+	Gypsy-17_RC-I	LTR/Gypsy	243	251	(5927)	196824	1	No_ref_available

###244	10.3	0.0	2.6	D5_12	42780145	42780170	25	C	Gypsy-17_RC-I	LTR/Gypsy	(5902)	276	252	196835	1	No_ref_available

###228	15.0	0.0	2.5	D5_12	45646460	45646500	40	C	Gypsy-17_RC-I	LTR/Gypsy	(5896)	282	243	197781	1	No_ref_available

###237	12.5	0.0	2.5	D5_12	47987590	47987621	31	C	Gypsy-17_RC-I	LTR/Gypsy	(5896)	282	252	198587	1	No_ref_available

###236	14.7	0.0	2.4	D5_12	48517913	48517954	41	C	Gypsy-17_RC-I	LTR/Gypsy	(5895)	283	243	198781	1	No_ref_available

###234	22.6	0.0	1.9	D5_12	48731339	48731358	19	+	Gypsy-17_RC-I	LTR/Gypsy	3262	3280	(2898)	198834	1	No_ref_available

###264	23.4	0.0	6.8	D5_12	53189512	53189589	73	+	Gypsy-17_RC-I	LTR/Gypsy	5378	5450	(728)	200172	1	No_ref_available

###7598/30488/565/3313	19.200	3.860	2.959	D5_12	15639307	15650648	9040	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	187358/187358/187360/187360	4	0.833
7598	20.9	6.7	4.7	D5_12	15639307	15642099	2315	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	2315	1	187358	1
30488	16.9	2.0	0.3	D5_12	15642100	15647439	5006	C	Gypsy-18_GR-I	LTR/Gypsy	(1665)	5006	1	187358	1
565	22.3	4.8	10.8	D5_12	15647757	15648068	295	C	Gypsy-18_GR-LTR	LTR/Gypsy	(958)	2063	1769	187360	1
3313	21.7	4.5	5.2	D5_12	15649189	15650648	1424	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1372)	1424	1	187360	1

###305/2028/246/25415/2014/274/2308/1484	22.102	3.616	2.432	D5_12	17661705	17674579	8195	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	187895/187895/187895/187895/187895/187895/187896/187896	8	0.756
305	25.2	2.4	2.4	D5_12	17661705	17661830	126	C	Gypsy-18_GR-LTR	LTR/Gypsy	(579)	2442	2317	187895	1
2028	24.6	6.1	3.0	D5_12	17661867	17662616	773	C	Gypsy-18_GR-LTR	LTR/Gypsy	(951)	2070	1298	187895	1
246	22.1	19.5	1.0	D5_12	17662940	17663026	103	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1695)	1326	1224	187895	1
25415	20.5	2.3	1.8	D5_12	17663039	17669535	5253	C	Gypsy-18_GR-I	LTR/Gypsy	(24)	5253	1	187895	1
2014	24.9	6.3	3.4	D5_12	17669571	17670319	770	C	Gypsy-18_GR-LTR	LTR/Gypsy	(951)	2070	1301	187895	1
274	18.9	0.0	1.9	D5_12	17670481	17670534	53	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1749)	1272	1220	187895	1
2308	23.1	4.0	1.6	D5_12	17670716	17671370	670	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	477	187896	1
1484	22.2	2.2	5.2	D5_12	17674086	17674579	480	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2541)	480	1	187896	1

###3913/27016/269/3507	21.606	3.258	2.913	D5_12	20225455	20234492	7274	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	188540/188540/188540/188541	4	0.671
3913	22.2	6.2	3.8	D5_12	20225455	20226696	1271	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1750)	1271	1	188540	1
27016	21.3	2.6	2.5	D5_12	20226697	20233070	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	188540	1
269	20.6	4.6	3.0	D5_12	20233132	20233196	52	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1750)	1271	1220	188540	1
3507	22.6	3.6	4.1	D5_12	20233342	20234492	1146	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	1	188541	1

###1911/3666/26673/2013/3738	22.315	4.516	1.885	D5_12	20762022	20772894	11012	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	188697/188697/188697/188698/188699	5	1.015
1911	23.6	14.0	3.5	D5_12	20762022	20763438	1954	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1068	188697	1
3666	23.0	2.2	3.1	D5_12	20763908	20765061	1144	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	3	188697	1
26673	20.8	2.1	0.4	D5_12	20765062	20770514	5923	C	Gypsy-18_GR-I	LTR/Gypsy	(43)	5923	1	188697	1
2013	25.8	3.3	2.2	D5_12	20770549	20771312	772	C	Gypsy-18_GR-LTR	LTR/Gypsy	(951)	2070	1299	188698	1
3738	23.8	5.5	4.2	D5_12	20771544	20772894	1368	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1653)	1368	1	188699	1

###2584/25867/1689	17.773	1.990	0.842	D5_12	23334240	23339773	5450	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	189358/189361/189362	3	0.502
2584	21.5	1.4	2.4	D5_12	23334240	23334944	698	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1899)	1122	425	189358	1
25867	16.8	2.1	0.1	D5_12	23335097	23339258	4247	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	559	189361	1
1689	20.6	1.9	4.8	D5_12	23339255	23339773	505	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2516)	505	1	189362	1

###1060/26109/229/455/1183	22.233	2.870	1.532	D5_12	24301674	24309450	6618	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	189653/189653/189653/189653/189655	5	0.610
1060	21.8	7.2	6.2	D5_12	24301674	24302292	1176	+	Gypsy-18_GR-LTR	LTR/Gypsy	897	2072	(949)	189653	1
26109	21.7	1.0	0.6	D5_12	24302402	24307879	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	189653	1
229	20.4	1.8	3.6	D5_12	24307860	24307915	55	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	55	(2966)	189653	1
455	26.8	9.7	3.4	D5_12	24308447	24308763	323	+	Gypsy-18_GR-LTR	LTR/Gypsy	949	1271	(1750)	189653	1
1183	18.6	4.8	1.2	D5_12	24309201	24309450	259	+	Gypsy-18_GR-LTR	LTR/Gypsy	2763	3021	(0)	189655	1

###4884/33058/6363	13.475	2.164	2.124	D5_12	24503754	24513792	7021	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	189806/189806/189806	3	0.647
4884	14.7	4.9	6.3	D5_12	24503754	24504795	1028	C	Gypsy-18_GR-LTR	LTR/Gypsy	(19)	3002	1975	189806	1
33058	13.2	1.9	1.6	D5_12	24504802	24512600	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	189806	1
6363	14.2	1.5	1.9	D5_12	24512601	24513792	1188	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1833)	1188	1	189806	1

###3662/1634/21964/261/1705	22.025	3.252	1.775	D5_12	26110556	26118575	6770	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	190411/190413/190414/190415/190416	5	0.624
3662	24.2	6.1	3.6	D5_12	26110556	26111890	1367	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1367	(1654)	190411	1
1634	25.0	7.4	3.7	D5_12	26112146	26112879	760	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2057	(964)	190413	1
21964	19.8	0.2	0.2	D5_12	26113607	26117470	3865	+	Gypsy-18_GR-I	LTR/Gypsy	1	3865	(940)	190414	1
261	27.9	12.1	2.6	D5_12	26117569	26117741	189	+	Gypsy-18_GR-LTR	LTR/Gypsy	1210	1398	(1623)	190415	1
1705	24.6	6.8	4.0	D5_12	26117836	26118575	760	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2057	(964)	190416	1

###341/5910/9541/406/347/419	24.910	1.668	1.550	D5_12	26861305	26867760	5409	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	190704/190705/190705/190705/190707/190705	6	0.499
341	23.9	6.2	4.8	D5_12	26861305	26861449	96	+	Gypsy-18_GR-LTR	LTR/Gypsy	948	1043	(1978)	190704	1
5910	28.3	0.8	1.5	D5_12	26862472	26864195	1711	+	Gypsy-18_GR-I	LTR/Gypsy	232	1942	(2863)	190705	1
9541	22.8	0.1	0.0	D5_12	26864178	26866061	3003	+	Gypsy-18_GR-I	LTR/Gypsy	2921	5923	(43)	190705	1
406	22.2	4.0	3.3	D5_12	26866062	26866210	150	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	150	(2411)	190705	1
347	25.3	1.0	1.0	D5_12	26866693	26866788	96	+	Gypsy-18_GR-LTR	LTR/Gypsy	948	1043	(1978)	190707	1
419	24.2	9.1	6.3	D5_12	26867497	26867760	353	+	Gypsy-18_GR-LTR	LTR/Gypsy	1584	1936	(1085)	190705	1

###2039/257/3531/26413/2213/226/3518	21.896	2.818	2.601	D5_12	27395269	27405589	11668	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	190906/190907/190907/190908/190909/190909/190909	7	1.076
2039	24.5	3.9	4.0	D5_12	27395269	27396042	773	C	Gypsy-18_GR-LTR	LTR/Gypsy	(951)	2070	1298	190906	1
257	27.6	3.2	9.5	D5_12	27396158	27396313	147	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1668)	1353	1207	190907	1
3531	23.3	6.8	4.0	D5_12	27396298	27397628	1366	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1653)	1368	3	190907	1
26413	20.4	1.5	1.4	D5_12	27397629	27403186	7627	C	Gypsy-18_GR-I	LTR/Gypsy	(875)	7627	1	190908	1
2213	24.1	3.4	3.1	D5_12	27403223	27403993	773	C	Gypsy-18_GR-LTR	LTR/Gypsy	(951)	2070	1298	190909	1
226	17.9	0.0	0.0	D5_12	27404367	27404405	39	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1759)	1262	1224	190909	1
3518	22.7	3.3	4.3	D5_12	27404418	27405589	1161	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1853)	1168	8	190909	1

###7881/1173/32276/7936	14.555	2.956	2.056	D5_12	27945224	27957165	10828	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	191143/191145/191146/191146	4	0.998
7881	15.1	3.3	3.2	D5_12	27945224	27947956	2755	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	2755	(266)	191143	1
1173	14.0	7.8	1.2	D5_12	27949241	27949472	247	+	Gypsy-18_GR-LTR	LTR/Gypsy	2773	3019	(2)	191145	1
32276	13.5	1.2	0.1	D5_12	27949446	27954224	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	191146	1
7936	15.6	4.8	3.8	D5_12	27954225	27957165	3021	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	3021	(0)	191146	1

###663/9632/2073	18.321	2.658	3.198	D5_12	28534614	28538047	3340	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	191345/191345/191346	3	0.308
663	20.2	3.8	5.8	D5_12	28534614	28534970	165	+	Gypsy-18_GR-LTR	LTR/Gypsy	1208	1372	(943)	191345	1
9632	18.9	2.6	3.2	D5_12	28535177	28537672	2799	+	Gypsy-18_GR-I	LTR/Gypsy	1592	4390	(873)	191345	1
2073	12.2	1.9	0.5	D5_12	28537677	28538047	376	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	376	(2645)	191346	1

###3883/4759/2103/33082/10433/717	14.418	2.451	1.780	D5_12	28686510	28696516	9980	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	191401/191401/191402/191403/191403/191403	6	0.920
3883	17.3	1.7	2.2	D5_12	28686510	28687375	844	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	844	(2177)	191401	1
4759	15.8	6.2	3.5	D5_12	28687359	28688535	1208	+	Gypsy-18_GR-LTR	LTR/Gypsy	1054	2261	(760)	191401	1
2103	18.8	5.0	3.9	D5_12	28688525	28689319	1432	+	Gypsy-18_GR-LTR	LTR/Gypsy	1590	3021	(0)	191402	1
33082	12.8	0.5	0.1	D5_12	28689305	28694107	4805	+	Gypsy-18_GR-I	LTR/Gypsy	1	4805	(0)	191403	1
10433	14.5	4.2	3.5	D5_12	28694108	28696343	2250	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	2250	(771)	191403	1
717	14.7	0.0	2.6	D5_12	28696381	28696516	113	+	Gypsy-18_GR-LTR	LTR/Gypsy	2909	3021	(0)	191403	1

###1983/2316/240/1495/1122/26803/2103/299/1322/1013	22.305	3.486	2.595	D5_12	39000615	39011426	9309	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	195427/195427/195428/195429/195427/195427/195427/195427/195427/195431	10	0.858
1983	21.9	7.4	9.9	D5_12	39000615	39001329	699	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	2323	195427	1
2316	23.3	3.4	3.1	D5_12	39001422	39002191	772	C	Gypsy-18_GR-LTR	LTR/Gypsy	(949)	2072	1301	195427	1
240	30.5	1.1	9.9	D5_12	39002180	39002354	161	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1637)	1384	1224	195428	1
1495	28.1	8.9	3.0	D5_12	39002354	39003187	882	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1653)	1368	487	195429	1
1122	18.4	0.4	2.2	D5_12	39003453	39003680	224	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2797)	224	1	195427	1
26803	20.4	2.1	0.5	D5_12	39003681	39009099	4805	C	Gypsy-18_GR-I	LTR/Gypsy	(0)	4805	1	195427	1
2103	23.3	3.3	5.2	D5_12	39009192	39009955	750	C	Gypsy-18_GR-LTR	LTR/Gypsy	(949)	2072	1323	195427	1
299	25.7	13.1	1.4	D5_12	39010165	39010294	145	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1653)	1368	1224	195427	1
1322	26.4	3.4	3.1	D5_12	39010329	39011001	1141	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	6	195427	1
1013	18.7	0.0	3.8	D5_12	39011210	39011426	209	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2812)	209	1	195431	1

###6001/35256/3895/1078/8099	13.123	2.504	1.557	D5_12	39301142	39311113	9334	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	195517/195522/195523/195523/195524	5	0.861
6001	16.8	3.8	1.9	D5_12	39301142	39303434	1586	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1586	(1435)	195517	1
35256	10.5	0.5	0.1	D5_12	39303435	39308245	5007	+	Gypsy-18_GR-I	LTR/Gypsy	1	5007	(1664)	195522	1
3895	15.4	2.4	2.5	D5_12	39308246	39309070	824	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	824	(2197)	195523	1
1078	15.9	18.9	1.8	D5_12	39309112	39309354	284	+	Gypsy-18_GR-LTR	LTR/Gypsy	1105	1388	(1633)	195523	1
8099	14.0	4.0	4.6	D5_12	39309349	39311113	1929	+	Gypsy-18_GR-LTR	LTR/Gypsy	1093	3021	(0)	195524	1

###2492/4220/26654/398/2125/4507	20.738	2.026	3.211	D5_12	41361745	41372412	10558	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	196317/196317/196318/196319/196319/196319	6	0.973
2492	22.9	4.7	8.4	D5_12	41361745	41362772	1637	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	3021	1385	196317	1
4220	23.4	2.5	4.8	D5_12	41362853	41364814	1985	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1036)	1985	1	196317	1
26654	18.5	0.7	0.3	D5_12	41364796	41369456	4659	C	Gypsy-18_GR-I	LTR/Gypsy	(3)	4802	144	196318	1
398	23.7	1.7	0.9	D5_12	41369494	41369608	116	C	Gypsy-18_GR-LTR	LTR/Gypsy	(90)	2931	2816	196319	1
2125	19.6	2.6	7.5	D5_12	41369610	41370287	1338	C	Gypsy-18_GR-LTR	LTR/Gypsy	(253)	2768	1431	196319	1
4507	22.3	3.0	4.2	D5_12	41370471	41372412	1424	C	Gypsy-18_GR-LTR	LTR/Gypsy	(891)	1424	1	196319	1

###4333/30501/5003/4748	16.413	2.060	2.313	D5_12	41801389	41811616	7962	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	196470/196470/196470/196470	4	0.734
4333	18.1	2.7	2.5	D5_12	41801389	41802430	1044	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1044	(1977)	196470	1
30501	16.1	1.8	1.5	D5_12	41803003	41808986	4804	+	Gypsy-18_GR-I	LTR/Gypsy	2	4805	(0)	196470	1
5003	16.0	1.2	2.7	D5_12	41808987	41810045	1044	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1044	(1977)	196470	1
4748	16.9	3.6	5.7	D5_12	41810510	41811616	1070	+	Gypsy-18_GR-LTR	LTR/Gypsy	1713	2782	(239)	196470	1

###269/24978/3896/317	20.185	1.872	1.094	D5_12	45119921	45127585	6018	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	197579/197580/197580/197581	4	0.555
269	22.6	0.0	1.9	D5_12	45119921	45119974	53	+	Gypsy-18_GR-LTR	LTR/Gypsy	1220	1272	(1749)	197579	1
24978	19.2	0.8	0.4	D5_12	45121447	45125922	4497	+	Gypsy-18_GR-I	LTR/Gypsy	309	4805	(0)	197580	1
3896	22.8	5.9	3.6	D5_12	45125923	45127260	1368	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	1368	(1653)	197580	1
317	30.0	4.8	3.0	D5_12	45127421	45127585	168	+	Gypsy-18_GR-LTR	LTR/Gypsy	1301	1468	(1553)	197581	1

###915/1338/256/479/1100/3457/12408/624/708	23.432	2.749	1.889	D5_12	46213813	46222402	7038	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	198012/198012/198012/198012/198012/198012/198012/198012/198012	9	0.649
915	20.9	6.0	6.8	D5_12	46213813	46214063	194	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	194	(2827)	198012	1
1338	29.6	2.0	1.9	D5_12	46214288	46214982	696	+	Gypsy-18_GR-LTR	LTR/Gypsy	474	1169	(1852)	198012	1
256	24.9	15.0	3.0	D5_12	46215118	46215237	134	+	Gypsy-18_GR-LTR	LTR/Gypsy	1220	1353	(1668)	198012	1
479	26.8	6.1	1.1	D5_12	46215383	46215563	190	+	Gypsy-18_GR-LTR	LTR/Gypsy	1378	1567	(1454)	198012	1
1100	22.1	4.8	5.3	D5_12	46215597	46216073	475	+	Gypsy-18_GR-LTR	LTR/Gypsy	1655	2129	(892)	198012	1
3457	25.2	2.4	3.1	D5_12	46216080	46217597	3021	+	Gypsy-18_GR-I	LTR/Gypsy	1	3021	(0)	198012	1
12408	21.1	1.8	0.4	D5_12	46217606	46221510	4019	+	Gypsy-18_GR-I	LTR/Gypsy	787	4805	(0)	198012	1
624	17.8	0.8	1.7	D5_12	46221511	46221630	119	+	Gypsy-18_GR-LTR	LTR/Gypsy	1	119	(2902)	198012	1
708	26.0	3.8	2.6	D5_12	46221983	46222402	425	+	Gypsy-18_GR-LTR	LTR/Gypsy	571	995	(2026)	198012	1

###279/27001/1426/3940	20.697	1.774	1.505	D5_12	46871605	46880344	8628	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	198225/198226/198227/198228	4	0.795
279	27.0	11.4	3.1	D5_12	46871605	46871753	161	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1637)	1384	1224	198225	1
27001	20.0	0.8	0.9	D5_12	46872911	46878036	6396	C	Gypsy-18_GR-I	LTR/Gypsy	(118)	6396	1	198226	1
1426	21.8	5.2	3.3	D5_12	46878172	46878871	1189	C	Gypsy-18_GR-LTR	LTR/Gypsy	(950)	2071	883	198227	1
3940	22.4	2.9	3.0	D5_12	46879198	46880344	1146	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1875)	1146	1	198228	1

###230/1600/2103/1606/3068/1451/2066	23.996	6.757	3.635	D5_12	48609499	48614871	4625	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	198802/198802/198802/198803/198804/198804/198804	7	0.426
230	15.0	0.0	2.5	D5_12	48609499	48609539	40	+	Gypsy-18_GR-LTR	LTR/Gypsy	1231	1270	(1751)	198802	1
1600	25.7	7.4	2.1	D5_12	48609758	48610444	723	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2020	(1001)	198802	1
2103	22.2	6.5	3.5	D5_12	48610516	48611448	584	+	Gypsy-18_GR-LTR	LTR/Gypsy	2187	2770	(251)	198802	1
1606	26.5	1.1	0.3	D5_12	48611449	48611811	366	+	Gypsy-18_GR-I	LTR/Gypsy	178	543	(4262)	198803	1
3068	22.8	7.8	4.9	D5_12	48611817	48613078	1253	+	Gypsy-18_GR-LTR	LTR/Gypsy	29	1281	(1740)	198804	1
1451	26.6	7.3	3.2	D5_12	48613346	48614067	751	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2048	(973)	198804	1
2066	23.1	6.9	5.4	D5_12	48614123	48614871	908	+	Gypsy-18_GR-LTR	LTR/Gypsy	2114	3021	(0)	198804	1

###1124/3344/14710/256/2208	21.298	2.461	1.993	D5_12	49935440	49943422	7059	+	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	199195/199196/199196/199196/199197	5	0.651
1124	20.8	3.7	3.4	D5_12	49935440	49935762	324	+	Gypsy-18_GR-LTR	LTR/Gypsy	1774	2097	(924)	199195	1
3344	22.3	4.3	4.3	D5_12	49935871	49937093	650	+	Gypsy-18_GR-LTR	LTR/Gypsy	2118	2767	(0)	199196	1
14710	20.5	1.5	0.8	D5_12	49937106	49942215	5207	+	Gypsy-18_GR-I	LTR/Gypsy	1	5207	(70)	199196	1
256	29.2	1.9	10.1	D5_12	49942246	49942405	148	+	Gypsy-18_GR-LTR	LTR/Gypsy	1220	1367	(1654)	199196	1
2208	22.7	4.7	3.0	D5_12	49942636	49943422	800	+	Gypsy-18_GR-LTR	LTR/Gypsy	1298	2097	(924)	199197	1

###688/234/256/3434/24277/2442/2105/262/3859	20.593	2.994	1.862	D5_12	54513734	54522728	9322	C	Gypsy-18_GR-LTR	LTR/Gypsy	NA	NA	NA	200499/200500/200500/200500/200500/200500/200500/200500/200501	9	0.859
688	17.4	4.5	4.5	D5_12	54513734	54513932	199	C	Gypsy-18_GR-LTR	LTR/Gypsy	(974)	2047	1849	200499	1
234	29.2	1.0	3.1	D5_12	54513939	54514037	97	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1623)	1398	1302	200500	1
256	22.9	0.0	0.0	D5_12	54514130	54514177	48	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1750)	1271	1224	200500	1
3434	23.9	6.9	2.7	D5_12	54514267	54515479	1263	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1758)	1263	1	200500	1
24277	18.8	0.3	0.5	D5_12	54515480	54519616	5245	C	Gypsy-18_GR-I	LTR/Gypsy	(45)	5921	677	200500	1
2442	19.3	5.3	4.2	D5_12	54519639	54520494	522	C	Gypsy-18_GR-LTR	LTR/Gypsy	(0)	2767	2246	200500	1
2105	21.6	9.5	2.6	D5_12	54520555	54521273	767	C	Gypsy-18_GR-LTR	LTR/Gypsy	(954)	2067	1301	200500	1
262	24.5	0.0	1.9	D5_12	54521364	54521417	53	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1749)	1272	1220	200500	1
3859	23.0	2.0	2.6	D5_12	54521554	54522728	1168	C	Gypsy-18_GR-LTR	LTR/Gypsy	(1853)	1168	1	200501	1

###370	15.3	0.0	3.9	D5_12	575217	575285	67	C	Gypsy-18_GR-LTR	LTR/Gypsy	(2494)	67	1	184125	1	0.022

