Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###12962	10.2	2.8	3.5	D5_06	7708319	7710421	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	83349	1	1.000

###735	24.7	2.6	3.0	D5_06	7817541	7817774	233	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1667	83369	1	0.123

###2027	23.7	9.8	1.2	D5_06	7821818	7822769	865	C	Copia-53_GR-LTR	LTR/Copia	(1034)	865	1	83374	1	0.456

###1883/7862	15.477	2.666	1.613	D5_06	7836121	7837860	1764	C	Copia-53_GR-LTR	LTR/Copia	(27)	1872	1	83377/83377	2	0.929
1883	19.0	1.1	1.3	D5_06	7836121	7836499	378	C	Copia-53_GR-LTR	LTR/Copia	(27)	1872	1495	83377	1
7862	14.5	3.1	1.7	D5_06	7836494	7837860	1386	C	Copia-53_GR-LTR	LTR/Copia	(513)	1386	1	83377	1

###2091	25.7	1.0	0.4	D5_06	7868929	7869413	488	C	Copia-53_GR-LTR	LTR/Copia	(1376)	523	36	83385	1	0.257

###817	24.1	2.1	1.0	D5_06	7869465	7869657	195	C	Copia-53_GR-LTR	LTR/Copia	(1381)	518	324	83386	1	0.103

###750	13.3	9.9	1.2	D5_06	7947077	7947228	165	+	Copia-53_GR-I	LTR/Copia	5455	5619	(69)	83406	1	0.017

###277	12.3	0.0	4.1	D5_06	7948454	7948504	49	C	Copia-53_GR-LTR	LTR/Copia	(532)	1367	1319	83407	1	0.026

###5754	17.8	0.8	1.4	D5_06	8200559	8201682	1092	+	Copia-53_GR-LTR	LTR/Copia	1	1092	(1298)	83485	1	0.575

###242	25.0	3.7	11.9	D5_06	8207178	8207313	126	+	Copia-53_GR-LTR	LTR/Copia	1358	1483	(416)	83489	1	0.066

###3681	12.2	7.8	0.9	D5_06	8281231	8282603	1539	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	361	83506	1	0.810

###2689	13.3	0.7	0.7	D5_06	8285446	8286047	616	C	Copia-53_GR-LTR	LTR/Copia	(1774)	616	1	83508	1	0.324

###444	16.0	2.1	1.0	D5_06	8431656	8431750	96	+	Copia-53_GR-I	LTR/Copia	5451	5546	(142)	83546	1	0.010

###6345	13.2	1.2	1.4	D5_06	8433175	8434258	1129	+	Copia-53_GR-LTR	LTR/Copia	1	1129	(1261)	83546	1	0.595

###275	23.5	4.7	1.1	D5_06	9143105	9143190	89	+	Copia-53_GR-LTR	LTR/Copia	806	894	(1005)	83707	1	0.047

###683	27.8	7.2	6.9	D5_06	9158921	9159657	739	+	Copia-53_GR-LTR	LTR/Copia	1161	1899	(0)	83715	1	0.389

###5835/1571	16.577	3.494	3.276	D5_06	9174295	9176322	2133	C	Copia-53_GR-LTR	LTR/Copia	NA	NA	NA	83721/83721	2	0.225
5835	17.4	3.9	3.6	D5_06	9174295	9176087	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	83721	1
1571	10.3	0.4	0.8	D5_06	9176088	9176322	234	C	Copia-53_GR-I	LTR/Copia	(0)	5688	5455	83721	1

###21931	10.7	1.2	1.1	D5_06	9432992	9436286	3297	C	Copia-53_GR-I	LTR/Copia	(2060)	3628	332	83791	1	0.348

###459	22.6	5.8	5.7	D5_06	9632154	9632353	176	C	Copia-53_GR-LTR	LTR/Copia	(34)	1865	1690	83880	1	0.093

###1166/597	24.025	3.934	1.283	D5_06	9632977	9635151	549	+	Copia-53_GR-LTR	LTR/Copia	575	1899	(0)	83881/83881	2	0.289
1166	22.9	5.3	0.6	D5_06	9632977	9633296	335	+	Copia-53_GR-LTR	LTR/Copia	575	909	(990)	83881	1
597	25.7	1.9	2.3	D5_06	9634937	9635151	214	+	Copia-53_GR-LTR	LTR/Copia	1686	1899	(0)	83881	1

###1072/8716/4737	17.408	2.425	0.332	D5_06	9648102	9653639	2641	+	Copia-53_GR-I	LTR/Copia	2793	5433	(255)	83885/83885/83885	3	0.278
1072	13.1	0.7	0.1	D5_06	9648102	9648299	213	+	Copia-53_GR-I	LTR/Copia	2793	3005	(2683)	83885	1
8716	17.2	2.5	0.1	D5_06	9648434	9649918	1521	+	Copia-53_GR-I	LTR/Copia	3001	4521	(1167)	83885	1
4737	18.8	2.7	0.8	D5_06	9652739	9653639	918	+	Copia-53_GR-I	LTR/Copia	4516	5433	(255)	83885	1

###653	22.9	3.6	5.0	D5_06	9655173	9655391	216	+	Copia-53_GR-LTR	LTR/Copia	764	979	(920)	83889	1	0.114

###6454	14.6	2.4	3.1	D5_06	9818265	9819500	1228	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	672	83950	1	0.647

###6348	16.7	7.7	2.1	D5_06	9889529	9891547	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	84006	1	1.000

###11370	10.4	3.0	0.7	D5_06	9935320	9937185	1673	C	Copia-53_GR-LTR	LTR/Copia	(226)	1673	1	84020	1	0.881

###600/4854/1375/8199/5217/806	18.108	5.856	0.876	D5_06	10033283	10043569	4660	+	Copia-53_GR-I	LTR/Copia	NA	NA	NA	84052/84052/84052/84059/84059/84059	6	0.491
600	24.8	1.4	1.4	D5_06	10033283	10033421	139	+	Copia-53_GR-I	LTR/Copia	2253	2391	(3297)	84052	1
4854	17.1	0.4	0.0	D5_06	10033433	10034241	812	+	Copia-53_GR-I	LTR/Copia	2499	3310	(2378)	84052	1
1375	17.7	1.3	0.4	D5_06	10034240	10034472	235	+	Copia-53_GR-I	LTR/Copia	3684	3918	(1770)	84052	1
8199	16.8	9.3	0.5	D5_06	10040207	10041842	1780	+	Copia-53_GR-I	LTR/Copia	3909	5688	(0)	84059	1
5217	16.1	1.4	0.2	D5_06	10041843	10042709	877	+	Copia-53_GR-LTR	LTR/Copia	1	877	(1022)	84059	1
806	28.2	12.7	6.7	D5_06	10042791	10043569	827	+	Copia-53_GR-LTR	LTR/Copia	1070	1896	(3)	84059	1

###327/1993/591	27.972	3.337	3.294	D5_06	10131787	10133470	1123	+	Copia-53_GR-I	LTR/Copia	NA	NA	NA	84096/84096/84096	3	0.118
327	28.6	7.2	3.9	D5_06	10131787	10132008	229	+	Copia-53_GR-I	LTR/Copia	5460	5688	(0)	84096	1
1993	27.5	3.4	1.7	D5_06	10132041	10132684	655	+	Copia-53_GR-LTR	LTR/Copia	1	655	(1244)	84096	1
591	28.8	1.1	6.9	D5_06	10133210	10133470	247	+	Copia-53_GR-LTR	LTR/Copia	648	894	(1005)	84096	1

###250/7650	18.846	7.351	3.136	D5_06	10142841	10144700	1936	+	Copia-53_GR-I	LTR/Copia	NA	NA	NA	84098/84098	2	0.204
250	16.2	0.0	0.0	D5_06	10142841	10142877	37	+	Copia-53_GR-I	LTR/Copia	5652	5688	(0)	84098	1
7650	18.9	7.5	3.2	D5_06	10142878	10144700	1899	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	84098	1

###331	16.2	8.0	1.7	D5_06	10214688	10214800	120	+	Copia-53_GR-I	LTR/Copia	5495	5614	(74)	84116	1	0.013

###2986/811/982/5517/233/322	20.870	1.693	1.551	D5_06	10802468	10810901	2272	C	Copia-53_GR-I	LTR/Copia	(198)	5490	200	84285/84285/84285/84285/84285/84285	6	0.240
2986	20.8	2.8	0.8	D5_06	10802468	10803082	627	C	Copia-53_GR-I	LTR/Copia	(198)	5490	4864	84285	1
811	24.1	0.6	0.0	D5_06	10803078	10803251	175	C	Copia-53_GR-I	LTR/Copia	(3183)	2505	2331	84285	1
982	21.6	0.5	2.9	D5_06	10804128	10804337	205	C	Copia-53_GR-I	LTR/Copia	(3458)	2230	2026	84285	1
5517	19.8	1.4	2.1	D5_06	10806522	10807670	1141	C	Copia-53_GR-I	LTR/Copia	(3655)	2033	893	84285	1
233	23.2	0.0	1.8	D5_06	10810371	10810427	56	C	Copia-53_GR-I	LTR/Copia	(4792)	896	841	84285	1
322	17.6	0.0	7.5	D5_06	10810816	10810901	80	C	Copia-53_GR-I	LTR/Copia	(5409)	279	200	84285	1

###1047	19.6	2.4	0.9	D5_06	11119128	11119338	214	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1686	84380	1	0.113

###7527	18.9	5.2	2.0	D5_06	11122135	11123937	1693	C	Copia-53_GR-LTR	LTR/Copia	(206)	1693	1	84380	1	0.892

###2865/351	23.935	6.613	1.396	D5_06	11191504	11193288	1186	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	84409/84409	2	0.625
2865	23.2	5.6	0.8	D5_06	11191504	11192298	976	+	Copia-53_GR-LTR	LTR/Copia	1	976	(1414)	84409	1
351	26.9	10.7	3.8	D5_06	11193092	11193288	210	+	Copia-53_GR-LTR	LTR/Copia	1690	1899	(0)	84409	1

###394	21.9	2.2	8.7	D5_06	11192291	11192425	127	+	Copia-53_GR-LTR	LTR/Copia	770	896	(1003)	84409	1	0.067

###3293/2416	19.399	1.335	0.518	D5_06	11293963	11295092	843	C	Copia-53_GR-LTR	LTR/Copia	(1056)	843	1	84435/84436	2	0.444
3293	20.4	0.9	0.3	D5_06	11293963	11294602	644	C	Copia-53_GR-LTR	LTR/Copia	(1056)	843	200	84435	1
2416	18.1	1.9	0.8	D5_06	11294600	11295092	634	C	Copia-53_GR-LTR	LTR/Copia	(1756)	634	1	84436	1

###2055	13.6	4.4	1.6	D5_06	11311012	11311377	376	+	Copia-53_GR-LTR	LTR/Copia	590	965	(934)	84438	1	0.198

###1399/287	21.022	5.784	10.889	D5_06	11317651	11318344	664	+	Copia-53_GR-LTR	LTR/Copia	1096	1899	(0)	84442/84442	2	0.350
1399	21.3	6.3	11.7	D5_06	11317651	11318289	608	+	Copia-53_GR-LTR	LTR/Copia	1096	1703	(196)	84442	1
287	17.9	0.0	1.8	D5_06	11318288	11318344	56	+	Copia-53_GR-LTR	LTR/Copia	1844	1899	(0)	84442	1

###2892/580	20.866	3.052	4.128	D5_06	11416924	11418597	877	+	Copia-53_GR-LTR	LTR/Copia	237	1894	(5)	84477/84477	2	0.462
2892	19.9	2.4	3.5	D5_06	11416924	11417595	665	+	Copia-53_GR-LTR	LTR/Copia	237	901	(998)	84477	1
580	23.9	5.1	6.1	D5_06	11418384	11418597	212	+	Copia-53_GR-LTR	LTR/Copia	1683	1894	(5)	84477	1

###1174	18.5	6.1	0.8	D5_06	11485575	11486113	234	C	Copia-53_GR-I	LTR/Copia	(0)	5688	5455	84502	1	0.025

###2923	21.5	4.0	4.9	D5_06	11662027	11662958	924	+	Copia-53_GR-LTR	LTR/Copia	976	1899	(0)	84539	1	0.487

###1321	15.8	3.0	2.5	D5_06	11722363	11722705	228	+	Copia-53_GR-I	LTR/Copia	5461	5688	(0)	84552	1	0.024

###4212	12.7	3.6	0.1	D5_06	11725677	11726313	659	+	Copia-53_GR-LTR	LTR/Copia	100	758	(1141)	84556	1	0.347

###5205	18.0	1.7	0.9	D5_06	11910749	11911839	1090	+	Copia-53_GR-LTR	LTR/Copia	1	1090	(1300)	84602	1	0.574

###1301	27.5	7.1	7.3	D5_06	11918847	11919651	803	+	Copia-53_GR-LTR	LTR/Copia	1077	1879	(20)	84609	1	0.423

###3830/877	17.417	5.189	0.886	D5_06	12108923	12112429	985	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	84672/84674	2	0.519
3830	15.7	6.2	1.0	D5_06	12108923	12109872	760	+	Copia-53_GR-LTR	LTR/Copia	1	760	(1139)	84672	1
877	24.7	0.9	0.4	D5_06	12112206	12112429	225	+	Copia-53_GR-LTR	LTR/Copia	1675	1899	(0)	84674	1

###343	30.2	1.4	0.7	D5_06	12162567	12162706	141	C	Copia-53_GR-LTR	LTR/Copia	(70)	1829	1689	84693	1	0.074

###410	13.4	2.4	2.4	D5_06	12165153	12165236	84	+	Copia-53_GR-I	LTR/Copia	5455	5538	(150)	84694	1	0.009

###4005/3576	16.613	1.776	2.175	D5_06	12168073	12170638	1899	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	84694/84694	2	1.000
4005	15.2	1.1	0.7	D5_06	12168073	12168805	832	+	Copia-53_GR-LTR	LTR/Copia	1	832	(1558)	84694	1
3576	17.5	2.2	3.1	D5_06	12169471	12170638	1302	+	Copia-53_GR-LTR	LTR/Copia	598	1899	(0)	84694	1

###559/359/1251	28.012	5.132	3.268	D5_06	12376957	12378239	1068	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	596	84769/84769/84769	3	0.562
559	29.1	5.4	3.2	D5_06	12376957	12377328	380	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1520	84769	1
359	29.8	8.0	4.8	D5_06	12377453	12377815	374	C	Copia-53_GR-LTR	LTR/Copia	(456)	1443	1070	84769	1
1251	24.1	0.9	1.3	D5_06	12377925	12378239	314	C	Copia-53_GR-LTR	LTR/Copia	(990)	909	596	84769	1

###2711	20.6	4.8	1.7	D5_06	12381193	12381976	853	C	Copia-53_GR-LTR	LTR/Copia	(1537)	853	1	84769	1	0.449

###3250	15.0	4.2	2.1	D5_06	12531162	12531809	661	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1239	84813	1	0.348

###2435/560	17.276	2.206	1.406	D5_06	12649820	12650520	403	+	Copia-53_GR-LTR	LTR/Copia	1	403	(1496)	84853/84853	2	0.212
2435	17.5	2.5	1.3	D5_06	12649820	12650441	369	+	Copia-53_GR-LTR	LTR/Copia	1	369	(1530)	84853	1
560	15.6	0.0	2.2	D5_06	12650438	12650520	81	+	Copia-53_GR-LTR	LTR/Copia	323	403	(1496)	84853	1

###6595	17.2	4.5	3.6	D5_06	12670237	12671722	1499	+	Copia-53_GR-LTR	LTR/Copia	401	1899	(0)	84853	1	0.789

###2875	16.0	2.4	0.4	D5_06	12673733	12674234	512	C	Copia-53_GR-LTR	LTR/Copia	(1112)	787	276	84861	1	0.270

###1758	18.0	2.3	1.0	D5_06	12677760	12678280	532	C	Copia-53_GR-LTR	LTR/Copia	(1858)	532	1	84863	1	0.280

###2165	19.1	6.4	2.1	D5_06	12689255	12689799	568	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1332	84868	1	0.299

###2787	17.9	7.1	0.2	D5_06	12755755	12756287	570	C	Copia-53_GR-I	LTR/Copia	(3259)	2429	1860	84887	1	0.060

###3600/7528	14.919	1.519	1.481	D5_06	12767392	12769463	1899	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	84893/84893	2	1.000
3600	15.7	2.3	0.7	D5_06	12767392	12768119	733	+	Copia-53_GR-LTR	LTR/Copia	1	733	(1657)	84893	1
7528	14.5	1.1	1.9	D5_06	12768106	12769463	1348	+	Copia-53_GR-LTR	LTR/Copia	552	1899	(0)	84893	1

###4185	20.5	2.3	5.5	D5_06	12789015	12790640	1662	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	238	84898	1	0.875

###1312	19.5	2.6	0.0	D5_06	12809343	12809609	274	+	Copia-53_GR-LTR	LTR/Copia	353	626	(1273)	84900	1	0.144

###1063	23.4	0.4	0.9	D5_06	12816223	12816451	228	+	Copia-53_GR-LTR	LTR/Copia	616	843	(1056)	84907	1	0.120

###664	25.9	2.6	1.6	D5_06	13041637	13041828	194	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1706	84981	1	0.102

###9943	10.4	4.1	0.5	D5_06	13068586	13070089	1558	+	Copia-53_GR-LTR	LTR/Copia	342	1899	(0)	84989	1	0.820

###557	24.6	1.6	0.0	D5_06	13298733	13298858	128	C	Copia-53_GR-LTR	LTR/Copia	(1065)	834	707	85064	1	0.067

###3362	22.0	5.0	1.0	D5_06	13368858	13369716	893	+	Copia-53_GR-LTR	LTR/Copia	1	893	(1006)	85087	1	0.470

###7818/1284	12.652	2.145	0.796	D5_06	13377993	13379720	1773	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	85092/85092	2	0.934
7818	12.7	2.3	0.7	D5_06	13377993	13379509	1568	+	Copia-53_GR-LTR	LTR/Copia	1	1568	(331)	85092	1
1284	12.3	1.0	1.5	D5_06	13379515	13379720	205	+	Copia-53_GR-LTR	LTR/Copia	1695	1899	(0)	85092	1

###8795	12.0	8.8	0.9	D5_06	13470654	13472595	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	85139	1	1.000

###951	26.0	2.0	2.8	D5_06	13473596	13473888	291	+	Copia-53_GR-LTR	LTR/Copia	544	834	(1065)	85141	1	0.153

###1105	19.3	9.8	1.8	D5_06	13477261	13477576	472	C	Copia-53_GR-LTR	LTR/Copia	(1918)	472	1	85144	1	0.249

###687	22.4	16.3	1.4	D5_06	13674490	13674747	296	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1604	85203	1	0.156

###1561/6225	17.746	1.384	2.900	D5_06	13681074	13682741	1607	C	Copia-53_GR-LTR	LTR/Copia	(292)	1607	1	85206/85206	2	0.846
1561	23.6	2.7	5.4	D5_06	13681074	13681625	538	C	Copia-53_GR-LTR	LTR/Copia	(292)	1607	1070	85206	1
6225	14.7	0.7	1.6	D5_06	13681681	13682741	1132	C	Copia-53_GR-LTR	LTR/Copia	(1258)	1132	1	85206	1

###2551/8654	13.323	4.077	1.106	D5_06	13788828	13791256	1899	+	Copia-53_GR-LTR	LTR/Copia	1	1899	(0)	85238/85238	2	1.000
2551	13.4	4.0	0.8	D5_06	13788828	13789289	611	+	Copia-53_GR-LTR	LTR/Copia	1	611	(1779)	85238	1
8654	13.3	4.1	1.2	D5_06	13789753	13791256	1546	+	Copia-53_GR-LTR	LTR/Copia	354	1899	(0)	85238	1

###485	14.5	0.0	1.3	D5_06	13868540	13868616	76	C	Copia-53_GR-LTR	LTR/Copia	(1650)	249	174	85262	1	0.040

###914	21.0	10.8	1.9	D5_06	13880827	13881132	403	C	Copia-53_GR-LTR	LTR/Copia	(1987)	403	1	85264	1	0.212

###1555	12.1	0.8	0.8	D5_06	14133684	14133947	235	+	Copia-53_GR-I	LTR/Copia	5454	5688	(0)	85366	1	0.025

###5704/2026	18.091	3.327	2.050	D5_06	14141406	14143150	1626	+	Copia-53_GR-LTR	LTR/Copia	25	1899	(0)	85367/85367	2	0.856
5704	14.6	1.5	1.4	D5_06	14141406	14142359	955	+	Copia-53_GR-LTR	LTR/Copia	25	979	(920)	85367	1
2026	23.2	6.0	3.0	D5_06	14142499	14143150	671	+	Copia-53_GR-LTR	LTR/Copia	1229	1899	(0)	85367	1

###525	25.1	3.7	3.2	D5_06	14342047	14342264	219	+	Copia-53_GR-LTR	LTR/Copia	1681	1899	(0)	85446	1	0.115

###775/460	25.743	2.008	1.461	D5_06	14387523	14388800	401	+	Copia-53_GR-LTR	LTR/Copia	531	1896	(3)	85466/85466	2	0.211
775	22.7	1.1	0.5	D5_06	14387523	14387708	187	+	Copia-53_GR-LTR	LTR/Copia	531	717	(1182)	85466	1
460	28.4	2.8	2.3	D5_06	14388588	14388800	214	+	Copia-53_GR-LTR	LTR/Copia	1683	1896	(3)	85466	1

###455	28.2	13.3	1.9	D5_06	14390510	14390794	317	C	Copia-53_GR-LTR	LTR/Copia	(1041)	858	542	85467	1	0.167

###686/450	25.067	2.971	1.969	D5_06	14393455	14394739	411	+	Copia-53_GR-LTR	LTR/Copia	529	1899	(0)	85468/85468	2	0.216
686	21.7	2.7	1.1	D5_06	14393455	14393640	189	+	Copia-53_GR-LTR	LTR/Copia	529	717	(1182)	85468	1
450	27.9	3.2	2.7	D5_06	14394519	14394739	222	+	Copia-53_GR-LTR	LTR/Copia	1678	1899	(0)	85468	1

###482	30.9	12.8	0.3	D5_06	14396448	14396729	317	C	Copia-53_GR-LTR	LTR/Copia	(1041)	858	542	85469	1	0.167

###749/475	25.736	1.927	1.427	D5_06	14399386	14400671	409	+	Copia-53_GR-LTR	LTR/Copia	531	1899	(0)	85470/85470	2	0.215
749	22.3	1.6	0.5	D5_06	14399386	14399570	187	+	Copia-53_GR-LTR	LTR/Copia	531	717	(1182)	85470	1
475	28.6	2.2	2.2	D5_06	14400450	14400671	222	+	Copia-53_GR-LTR	LTR/Copia	1678	1899	(0)	85470	1

###486	25.4	4.7	6.2	D5_06	14447102	14447315	211	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1689	85495	1	0.111

###3082	23.7	3.0	2.6	D5_06	14453644	14454657	1095	C	Copia-53_GR-LTR	LTR/Copia	(1292)	1098	4	85501	1	0.577

###10780	11.9	3.2	1.1	D5_06	14554524	14556312	1713	+	Copia-53_GR-LTR	LTR/Copia	1	1713	(186)	85544	1	0.902

###850	12.6	1.5	0.0	D5_06	14860644	14860778	137	C	Copia-53_GR-LTR	LTR/Copia	(1244)	655	519	85659	1	0.072

###1917	21.0	4.1	0.6	D5_06	14878971	14879413	585	C	Copia-53_GR-LTR	LTR/Copia	(1805)	585	1	85671	1	0.308

###12176	11.2	3.3	0.8	D5_06	14879521	14881482	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	85672	1	1.000

###625	26.6	3.9	2.7	D5_06	15219248	15219553	244	C	Copia-53_GR-I	LTR/Copia	(0)	5688	5445	85797	1	0.026

###1270/2137	24.147	2.403	3.142	D5_06	15342410	15352939	983	+	Copia-53_GR-I	LTR/Copia	870	1875	(3813)	85832/85832	2	0.104
1270	21.6	2.9	6.0	D5_06	15342410	15342784	364	+	Copia-53_GR-I	LTR/Copia	870	1233	(4272)	85832	1
2137	25.7	2.1	1.4	D5_06	15352325	15352939	619	+	Copia-53_GR-I	LTR/Copia	1257	1875	(3813)	85832	1

###3532/299	18.095	4.010	4.755	D5_06	15365349	15368996	913	C	Copia-53_GR-I	LTR/Copia	(4058)	1630	342	85848/85848	2	0.096
3532	17.4	3.7	5.4	D5_06	15365349	15366153	792	C	Copia-53_GR-I	LTR/Copia	(4058)	1630	839	85848	1
299	23.0	6.2	0.2	D5_06	15368883	15368996	121	C	Copia-53_GR-I	LTR/Copia	(5226)	462	342	85848	1

###1433	16.9	2.8	0.8	D5_06	15462902	15463236	235	+	Copia-53_GR-I	LTR/Copia	5454	5688	(0)	85881	1	0.025

###2818	26.2	3.5	2.4	D5_06	15602840	15603963	1073	+	Copia-53_GR-LTR	LTR/Copia	42	1114	(1276)	85939	1	0.565

###1299	10.6	1.8	2.2	D5_06	15612407	15612629	222	+	Copia-53_GR-I	LTR/Copia	5441	5662	(26)	85946	1	0.023

###2665	15.8	4.3	1.0	D5_06	15615819	15616286	483	+	Copia-53_GR-LTR	LTR/Copia	1	483	(1416)	85947	1	0.254

###1297	12.0	6.9	0.4	D5_06	15620336	15620552	231	+	Copia-53_GR-LTR	LTR/Copia	487	717	(1182)	85954	1	0.122

###3768/4607/476/1526	15.619	0.418	0.264	D5_06	15657665	15663230	1608	+	Copia-53_GR-I	LTR/Copia	3707	5688	(0)	85971/85971/85971/85971	4	0.170
3768	17.5	0.3	0.0	D5_06	15657665	15658285	623	+	Copia-53_GR-I	LTR/Copia	3707	4329	(1359)	85971	1
4607	13.9	0.1	0.3	D5_06	15660472	15661161	689	+	Copia-53_GR-I	LTR/Copia	4324	5012	(676)	85971	1
476	15.5	0.0	0.0	D5_06	15662619	15662689	71	+	Copia-53_GR-I	LTR/Copia	5008	5078	(610)	85971	1
1526	15.8	3.0	1.5	D5_06	15662789	15663230	236	+	Copia-53_GR-I	LTR/Copia	5453	5688	(0)	85971	1

###7804/4651	12.380	1.939	1.098	D5_06	15658286	15660471	1899	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	85972/85973	2	1.000
7804	12.3	2.1	1.5	D5_06	15658286	15659598	1320	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	580	85972	1
4651	12.5	1.7	0.5	D5_06	15659589	15660471	911	C	Copia-53_GR-LTR	LTR/Copia	(1479)	911	1	85973	1

###3541/390/560	20.611	4.095	5.265	D5_06	15663231	15664496	1172	+	Copia-53_GR-LTR	LTR/Copia	261	1653	(246)	85971/85971/85971	3	0.617
3541	16.5	4.4	1.3	D5_06	15663231	15663877	667	+	Copia-53_GR-LTR	LTR/Copia	261	927	(972)	85971	1
390	29.1	2.8	10.7	D5_06	15663938	15664260	300	+	Copia-53_GR-LTR	LTR/Copia	1078	1377	(522)	85971	1
560	20.2	5.2	9.3	D5_06	15664284	15664496	205	+	Copia-53_GR-LTR	LTR/Copia	1449	1653	(246)	85971	1

###2216/1602	12.427	2.597	1.190	D5_06	15666217	15667115	822	C	Copia-53_GR-LTR	LTR/Copia	NA	NA	NA	85976/85976	2	0.087
2216	12.8	2.0	1.6	D5_06	15666217	15666791	586	C	Copia-53_GR-LTR	LTR/Copia	(1804)	586	1	85976	1
1602	11.8	3.6	0.5	D5_06	15666774	15667115	236	C	Copia-53_GR-I	LTR/Copia	(0)	5688	5453	85976	1

###1770	16.0	4.3	1.2	D5_06	15686378	15686906	541	C	Copia-53_GR-LTR	LTR/Copia	(1849)	541	1	85988	1	0.285

###482/5066	19.862	2.659	2.834	D5_06	15729837	15731283	1331	C	Copia-53_GR-LTR	LTR/Copia	(531)	1368	1	86000/86000	2	0.701
482	26.4	6.5	8.8	D5_06	15729837	15730081	240	C	Copia-53_GR-LTR	LTR/Copia	(531)	1368	1129	86000	1
5066	18.4	1.8	1.5	D5_06	15730188	15731283	1091	C	Copia-53_GR-LTR	LTR/Copia	(1299)	1091	1	86000	1

###516	9.0	2.6	0.0	D5_06	15763772	15763849	80	+	Copia-53_GR-I	LTR/Copia	5453	5532	(156)	86008	1	0.008

###909	23.9	3.3	2.4	D5_06	15810208	15810452	247	+	Copia-53_GR-LTR	LTR/Copia	610	856	(1043)	86017	1	0.130

###495	22.7	0.8	1.7	D5_06	15846876	15846996	120	+	Copia-53_GR-I	LTR/Copia	614	733	(4955)	86034	1	0.013

###1064	29.0	4.7	5.7	D5_06	15852716	15853248	528	C	Copia-53_GR-LTR	LTR/Copia	(136)	1763	1236	86040	1	0.278

###2094/5273	18.220	3.646	6.214	D5_06	15953511	15955365	1798	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1	86063/86063	2	0.947
2094	24.3	5.9	7.0	D5_06	15953511	15954387	868	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1032	86063	1
5273	12.7	1.6	5.5	D5_06	15954400	15955365	930	C	Copia-53_GR-LTR	LTR/Copia	(969)	930	1	86063	1

###1528	27.4	3.6	2.8	D5_06	15973015	15973543	533	+	Copia-53_GR-LTR	LTR/Copia	62	594	(1305)	86066	1	0.281

###4332/989/978	18.816	2.494	3.490	D5_06	16025313	16027990	1419	+	Copia-53_GR-LTR	LTR/Copia	242	1883	(16)	86078/86079/86079	3	0.747
4332	14.3	1.4	1.9	D5_06	16025313	16026053	737	+	Copia-53_GR-LTR	LTR/Copia	242	978	(921)	86078	1
989	24.1	3.5	7.3	D5_06	16026151	16026545	381	+	Copia-53_GR-LTR	LTR/Copia	1202	1582	(317)	86079	1
978	23.4	4.0	2.3	D5_06	16027693	16027990	303	+	Copia-53_GR-LTR	LTR/Copia	1581	1883	(16)	86079	1

###4482	13.6	1.5	0.7	D5_06	16028848	16029563	722	+	Copia-53_GR-LTR	LTR/Copia	1	722	(1177)	86080	1	0.380

###1632/2787	23.374	2.972	5.079	D5_06	16031398	16032713	1293	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	242	86082/86083	2	0.681
1632	27.1	4.7	6.5	D5_06	16031398	16032210	799	C	Copia-53_GR-LTR	LTR/Copia	(0)	1899	1101	86082	1
